Report Type,Class,Year,Season,Month,State
Report,Class B,2010,Summer,June,California
Report,Class B,2010,Summer,August,Arizona
Report,Class A,2010,Summer,May,Arizona
Report,Class B,2010,Summer,,Alabama
Report,Class B,2010,Winter,November,West Virginia
Report,Class B,2010,Winter,March,Washington
Report,Class A,2010,Winter,December,Texas
Report,Class B,2010,Winter,January,Oregon
Report,Class B,2010,Winter,December,Ohio
Report,Class A,2010,Winter,March,New Jersey
Report,Class B,2010,Winter,December,Massachusetts
Report,Class B,2010,Winter,February,Louisiana
Report,Class B,2010,Winter,January,Kentucky
Report,Class B,2010,Winter,January,Kentucky
Report,Class A,2010,Winter,December,Kentucky
Report,Class B,2010,Winter,January,Illinois
Report,Class B,2010,Winter,February,Illinois
Report,Class A,2010,Winter,January,Georgia
Report,Class A,2010,Winter,December,Florida
Report,Class B,2010,Winter,December,Florida
Report,Class B,2010,Winter,January,California
Report,Class B,2010,Winter,February,Arizona
Report,Class A,2009,Fall,November,West Virginia
Report,Class A,2009,Fall,October,West Virginia
Report,Class A,2009,Fall,September,West Virginia
Report,Class B,2009,Fall,September,Washington
Report,Class B,2009,Fall,September,Washington
Report,Class A,2009,Fall,October,Oregon
Report,Class A,2009,Fall,October,Oklahoma
Report,Class B,2009,Fall,October,Oklahoma
Report,Class B,2009,Fall,November,Oklahoma
Report,Class B,2009,Fall,October,Ohio
Report,Class A,2009,Fall,September,North Carolina
Report,Class A,2009,Fall,October,Missouri
Report,Class B,2009,Fall,September,Missouri
Report,Class B,2009,Fall,November,Missouri
Report,Class B,2009,Fall,October,Minnesota
Report,Class A,2009,Fall,October,Michigan
Report,Class B,2009,Fall,October,Kentucky
Report,Class A,2009,Fall,August,Kentucky
Report,Class A,2009,Fall,October,Kentucky
Report,Class B,2009,Fall,November,Iowa
Report,Class B,2009,Fall,October,Indiana
Report,Class B,2009,Fall,,Illinois
Report,Class A,2009,Fall,October,Illinois
Report,Class B,2009,Fall,September,Illinois
Report,Class B,2009,Fall,October,Idaho
Report,Class A,2009,Fall,October,Georgia
Report,Class B,2009,Fall,November,Florida
Report,Class A,2009,Fall,September,Florida
Report,Class A,2009,Fall,October,Florida
Report,Class A,2009,Fall,November,Colorado
Report,Class A,2009,Fall,September,Colorado
Report,Class A,2009,Fall,September,Colorado
Report,Class A,2009,Spring,May,West Virginia
Report,Class A,2009,Spring,May,West Virginia
Report,Class B,2009,Spring,May,Washington
Report,Class B,2009,Spring,May,South Carolina
Report,Class B,2009,Spring,May,Oklahoma
Report,Class B,2009,Spring,May,Ohio
Report,Class B,2009,Spring,March,New York
Report,Class A,2009,Spring,May,New Mexico
Report,Class A,2009,Spring,March,Minnesota
Report,Class A,2009,Spring,May,Michigan
Report,Class B,2009,Spring,March,Massachusetts
Report,Class B,2009,Spring,April,Kansas
Report,Class B,2009,Spring,March,Indiana
Report,Class A,2009,Spring,April,Illinois
Report,Class A,2009,Spring,March,Georgia
Report,Class A,2009,Spring,October,Florida
Report,Class A,2009,Spring,June,Colorado
Report,Class B,2009,Spring,February,California
Report,Class A,2009,Spring,June,California
Report,Class B,2009,Summer,July,West Virginia
Report,Class B,2009,Summer,August,Washington
Report,Class B,2009,Summer,July,Washington
Report,Class A,2009,Summer,August,Washington
Report,Class A,2009,Summer,June,Washington
Report,Class B,2009,Summer,September,Washington
Report,Class B,2009,Summer,July,Washington
Report,Class B,2009,Summer,July,Utah
Report,Class B,2009,Summer,August,Texas
Report,Class A,2009,Summer,August,Texas
Report,Class B,2009,Summer,June,Texas
Report,Class B,2009,Summer,July,Tennessee
Report,Class B,2009,Summer,July,Tennessee
Report,Class B,2009,Summer,June,Oregon
Report,Class B,2009,Summer,August,Oregon
Report,Class B,2009,Summer,August,Oregon
Report,Class A,2009,Summer,September,Oklahoma
Report,Class A,2009,Summer,June,Oklahoma
Report,Class A,2009,Summer,August,Oklahoma
Report,Class B,2009,Summer,June,Ohio
Report,Class B,2009,Summer,June,Ohio
Report,Class A,2009,Summer,August,Ohio
Report,Class B,2009,Summer,June,Ohio
Report,Class A,2009,Summer,July,North Carolina
Report,Class A,2009,Summer,July,North Carolina
Report,Class A,2009,Summer,June,New York
Report,Class B,2009,Summer,July,New York
Report,Class A,2009,Summer,July,New Mexico
Report,Class A,2009,Summer,August,Minnesota
Report,Class B,2009,Summer,July,Minnesota
Report,Class A,2009,Summer,July,Michigan
Report,Class B,2009,Summer,September,Michigan
Report,Class B,2009,Summer,June,Michigan
Report,Class A,2009,Summer,July,Massachusetts
Report,Class B,2009,Summer,June,Iowa
Report,Class B,2009,Summer,July,Indiana
Report,Class A,2009,Summer,June,Illinois
Report,Class B,2009,Summer,August,Illinois
Report,Class B,2009,Summer,September,Illinois
Report,Class A,2009,Summer,June,Illinois
Report,Class B,2009,Summer,July,Illinois
Report,Class A,2009,Summer,June,Idaho
Report,Class A,2009,Summer,June,Georgia
Report,Class A,2009,Summer,August,Georgia
Report,Class A,2009,Summer,July,Georgia
Report,Class B,2009,Summer,June,Florida
Report,Class B,2009,Summer,May,Florida
Report,Class A,2009,Summer,August,Colorado
Report,Class A,2009,Summer,July,California
Report,Class B,2009,Summer,July,California
Report,Class B,2009,Summer,August,California
Report,Class B,2009,Summer,July,Arizona
Report,Class A,2009,Summer,July,Alaska
Report,Class A,2009,Winter,February,West Virginia
Report,Class B,2009,Winter,March,Washington
Report,Class A,2009,Winter,December,Tennessee
Report,Class B,2009,Winter,November,Pennsylvania
Report,Class B,2009,Winter,December,Oregon
Report,Class B,2009,Winter,January,Oklahoma
Report,Class A,2009,Winter,February,Ohio
Report,Class A,2009,Winter,November,Michigan
Report,Class B,2009,Winter,January,Massachusetts
Report,Class B,2009,Winter,January,Iowa
Report,Class B,2009,Winter,December,Illinois
Report,Class A,2009,Winter,January,Illinois
Report,Class B,2009,Winter,February,Georgia
Report,Class B,2009,Winter,February,Georgia
Report,Class B,2009,Winter,,Georgia
Report,Class B,2009,Winter,March,Georgia
Report,Class A,2009,Winter,December,Florida
Report,Class B,2009,Winter,December,Florida
Report,Class A,2009,Winter,November,Florida
Report,Class A,2009,Winter,March,Florida
Report,Class B,2009,Winter,February,Connecticut
Report,Class A,2009,Winter,February,Arkansas
Report,Class B,2009,Winter,December,Arizona
Report,Class B,2009,Winter,February,Arizona
Report,Class A,2009,Winter,February,Alabama
Report,Class B,2008,Fall,September,Wyoming
Report,Class B,2008,Fall,November,Wisconsin
Report,Class B,2008,Fall,October,West Virginia
Report,Class B,2008,Fall,November,Washington
Report,Class B,2008,Fall,September,Washington
Report,Class B,2008,Fall,November,Washington
Report,Class B,2008,Fall,September,Washington
Report,Class B,2008,Fall,October,Washington
Report,Class B,2008,Fall,November,Virginia
Report,Class B,2008,Fall,November,Tennessee
Report,Class A,2008,Fall,October,Tennessee
Report,Class A,2008,Fall,August,Tennessee
Report,Class B,2008,Fall,October,Pennsylvania
Report,Class B,2008,Fall,September,North Carolina
Report,Class B,2008,Fall,October,North Carolina
Report,Class B,2008,Fall,October,New Jersey
Report,Class B,2008,Fall,October,Missouri
Report,Class A,2008,Fall,September,Michigan
Report,Class A,2008,Fall,October,Michigan
Report,Class B,2008,Fall,November,Michigan
Report,Class B,2008,Fall,October,Kentucky
Report,Class B,2008,Fall,October,Kentucky
Report,Class B,2008,Fall,October,Indiana
Report,Class A,2008,Fall,September,Indiana
Report,Class A,2008,Fall,September,Illinois
Report,Class B,2008,Fall,October,Illinois
Report,Class A,2008,Fall,November,Illinois
Report,Class B,2008,Fall,November,Illinois
Report,Class A,2008,Fall,September,Illinois
Report,Class A,2008,Fall,September,Illinois
Report,Class B,2008,Fall,August,Idaho
Report,Class B,2008,Fall,August,Florida
Report,Class A,2008,Fall,November,Florida
Report,Class B,2008,Fall,October,Florida
Report,Class B,2008,Fall,October,Colorado
Report,Class B,2008,Fall,August,Colorado
Report,Class B,2008,Fall,October,California
Report,Class B,2008,Fall,September,California
Report,Class B,2008,Fall,September,Arizona
Report,Class B,2008,Fall,September,Arizona
Report,Class B,2008,Fall,September,Arizona
Report,Class B,2008,Fall,August,Alaska
Report,Class B,2008,Fall,November,Alabama
Report,Class B,2008,Spring,May,Wisconsin
Report,Class A,2008,Spring,May,West Virginia
Report,Class A,2008,Spring,March,West Virginia
Report,Class B,2008,Spring,May,Washington
Report,Class A,2008,Spring,April,Washington
Report,Class B,2008,Spring,March,Washington
Report,Class B,2008,Spring,March,Washington
Report,Class A,2008,Spring,April,Washington
Report,Class A,2008,Spring,June,Washington
Report,Class B,2008,Spring,April,Texas
Report,Class B,2008,Spring,May,Tennessee
Report,Class A,2008,Spring,April,Oklahoma
Report,Class A,2008,Spring,March,Oklahoma
Report,Class B,2008,Spring,April,Oklahoma
Report,Class B,2008,Spring,April,Michigan
Report,Class A,2008,Spring,May,Massachusetts
Report,Class B,2008,Spring,May,Maryland
Report,Class A,2008,Spring,April,Kentucky
Report,Class A,2008,Spring,June,Kentucky
Report,Class B,2008,Spring,May,Iowa
Report,Class B,2008,Spring,May,Indiana
Report,Class A,2008,Spring,May,Illinois
Report,Class A,2008,Spring,May,Illinois
Report,Class A,2008,Spring,May,Illinois
Report,Class B,2008,Spring,,Illinois
Report,Class B,2008,Spring,May,Idaho
Report,Class A,2008,Spring,March,Florida
Report,Class B,2008,Spring,April,Florida
Report,Class A,2008,Spring,,Florida
Report,Class A,2008,Spring,April,Alaska
Report,Class A,2008,Summer,July,Wisconsin
Report,Class B,2008,Summer,August,West Virginia
Report,Class A,2008,Summer,August,Washington
Report,Class A,2008,Summer,July,Washington
Report,Class B,2008,Summer,July,Washington
Report,Class B,2008,Summer,August,Washington
Report,Class A,2008,Summer,July,Washington
Report,Class B,2008,Summer,August,Washington
Report,Class B,2008,Summer,August,Washington
Report,Class A,2008,Summer,July,Washington
Report,Class B,2008,Summer,September,Washington
Report,Class B,2008,Summer,August,Washington
Report,Class B,2008,Summer,August,Washington
Report,Class B,2008,Summer,June,South Dakota
Report,Class A,2008,Summer,September,Pennsylvania
Report,Class A,2008,Summer,August,Oregon
Report,Class A,2008,Summer,August,Oregon
Report,Class B,2008,Summer,August,Oregon
Report,Class B,2008,Summer,,Oregon
Report,Class A,2008,Summer,July,Oregon
Report,Class B,2008,Summer,August,Oregon
Report,Class B,2008,Summer,August,Oklahoma
Report,Class B,2008,Summer,June,Ohio
Report,Class B,2008,Summer,June,Ohio
Report,Class A,2008,Summer,June,Ohio
Report,Class B,2008,Summer,July,North Carolina
Report,Class A,2008,Summer,July,New Jersey
Report,Class A,2008,Summer,,New Hampshire
Report,Class B,2008,Summer,July,Missouri
Report,Class B,2008,Summer,August,Minnesota
Report,Class B,2008,Summer,June,Minnesota
Report,Class B,2008,Summer,June,Michigan
Report,Class A,2008,Summer,August,Kansas
Report,Class B,2008,Summer,July,Kansas
Report,Class B,2008,Summer,July,Illinois
Report,Class A,2008,Summer,August,Illinois
Report,Class A,2008,Summer,September,Illinois
Report,Class A,2008,Summer,July,Georgia
Report,Class A,2008,Summer,September,Florida
Report,Class B,2008,Summer,June,Florida
Report,Class B,2008,Summer,June,Colorado
Report,Class A,2008,Summer,June,Colorado
Report,Class A,2008,Summer,July,California
Report,Class B,2008,Summer,August,California
Report,Class B,2008,Summer,August,California
Report,Class B,2008,Summer,August,California
Report,Class B,2008,Summer,September,California
Report,Class B,2008,Summer,August,California
Report,Class B,2008,Summer,July,California
Report,Class B,2008,Summer,August,Arizona
Report,Class B,2008,Summer,July,Arizona
Report,Class A,2008,Winter,,West Virginia
Report,Class B,2008,Winter,March,West Virginia
Report,Class A,2008,Winter,December,West Virginia
Report,Class A,2008,Winter,January,Washington
Report,Class B,2008,Winter,January,Washington
Report,Class B,2008,Winter,January,Virginia
Report,Class A,2008,Winter,December,Utah
Report,Class A,2008,Winter,January,Utah
Report,Class B,2008,Winter,February,South Dakota
Report,Class B,2008,Winter,March,New Mexico
Report,Class A,2008,Winter,January,Missouri
Report,Class A,2008,Winter,April,Michigan
Report,Class B,2008,Winter,December,Indiana
Report,Class B,2008,Winter,December,Illinois
Report,Class A,2008,Winter,November,Georgia
Report,Class A,2008,Winter,February,Florida
Report,Class A,2008,Winter,February,Florida
Report,Class A,2008,Winter,January,Arkansas
Report,Class B,2008,Winter,January,Alabama
Report,Class A,2008,Winter,February,Alabama
Report,Class B,2007,Fall,October,Wisconsin
Report,Class A,2007,Fall,September,West Virginia
Report,Class B,2007,Fall,November,Washington
Report,Class A,2007,Fall,November,Washington
Report,Class A,2007,Fall,September,Virginia
Report,Class B,2007,Fall,August,Utah
Report,Class A,2007,Fall,,Texas
Report,Class B,2007,Fall,November,Texas
Report,Class A,2007,Fall,October,Pennsylvania
Report,Class B,2007,Fall,September,Ohio
Report,Class B,2007,Fall,October,New Jersey
Report,Class B,2007,Fall,October,Montana
Report,Class B,2007,Fall,November,Missouri
Report,Class A,2007,Fall,September,Michigan
Report,Class A,2007,Fall,November,Iowa
Report,Class A,2007,Fall,November,Iowa
Report,Class A,2007,Fall,October,Illinois
Report,Class A,2007,Fall,October,Illinois
Report,Class A,2007,Fall,November,Illinois
Report,Class B,2007,Fall,September,Illinois
Report,Class B,2007,Fall,November,Georgia
Report,Class A,2007,Fall,July,Georgia
Report,Class B,2007,Fall,September,Georgia
Report,Class B,2007,Fall,October,Florida
Report,Class B,2007,Fall,December,Florida
Report,Class B,2007,Fall,November,Florida
Report,Class B,2007,Fall,October,Florida
Report,Class B,2007,Fall,September,California
Report,Class B,2007,Fall,October,California
Report,Class B,2007,Fall,September,California
Report,Class B,2007,Fall,December,Arkansas
Report,Class A,2007,Spring,May,Wyoming
Report,Class B,2007,Spring,March,Washington
Report,Class B,2007,Spring,April,Virginia
Report,Class B,2007,Spring,April,Tennessee
Report,Class B,2007,Spring,June,South Carolina
Report,Class B,2007,Spring,May,South Carolina
Report,Class B,2007,Spring,April,South Carolina
Report,Class B,2007,Spring,April,North Carolina
Report,Class B,2007,Spring,June,Minnesota
Report,Class A,2007,Spring,,Kentucky
Report,Class A,2007,Spring,April,Iowa
Report,Class B,2007,Spring,March,Georgia
Report,Class B,2007,Spring,March,Florida
Report,Class B,2007,Spring,March,Florida
Report,Class B,2007,Spring,May,Florida
Report,Class B,2007,Spring,May,California
Report,Class B,2007,Spring,March,California
Report,Class A,2007,Summer,September,Wisconsin
Report,Class A,2007,Summer,August,West Virginia
Report,Class A,2007,Summer,June,West Virginia
Report,Class A,2007,Summer,July,West Virginia
Report,Class A,2007,Summer,July,West Virginia
Report,Class A,2007,Summer,June,West Virginia
Report,Class A,2007,Summer,August,Washington
Report,Class B,2007,Summer,August,Washington
Report,Class B,2007,Summer,July,Washington
Report,Class B,2007,Summer,September,Washington
Report,Class A,2007,Summer,August,Washington
Report,Class B,2007,Summer,June,Virginia
Report,Class B,2007,Summer,July,Virginia
Report,Class B,2007,Summer,August,Utah
Report,Class A,2007,Summer,August,Texas
Report,Class A,2007,Summer,July,Tennessee
Report,Class B,2007,Summer,July,Tennessee
Report,Class B,2007,Summer,July,South Carolina
Report,Class B,2007,Summer,July,Pennsylvania
Report,Class B,2007,Summer,September,Ohio
Report,Class B,2007,Summer,August,New York
Report,Class B,2007,Summer,August,New Jersey
Report,Class A,2007,Summer,August,Montana
Report,Class B,2007,Summer,June,Michigan
Report,Class B,2007,Summer,June,Michigan
Report,Class A,2007,Summer,September,Kentucky
Report,Class A,2007,Summer,August,Kentucky
Report,Class A,2007,Summer,August,Idaho
Report,Class A,2007,Summer,July,Idaho
Report,Class A,2007,Summer,,Idaho
Report,Class B,2007,Summer,July,Georgia
Report,Class A,2007,Summer,August,Georgia
Report,Class A,2007,Summer,August,Florida
Report,Class A,2007,Summer,July,Florida
Report,Class B,2007,Summer,June,Florida
Report,Class B,2007,Summer,August,California
Report,Class B,2007,Summer,August,California
Report,Class B,2007,Summer,July,California
Report,Class A,2007,Summer,September,California
Report,Class B,2007,Summer,July,California
Report,Class A,2007,Summer,August,California
Report,Class B,2007,Summer,August,California
Report,Class B,2007,Summer,August,Arizona
Report,Class B,2007,Summer,August,Arizona
Report,Class B,2007,Summer,August,Arizona
Report,Class B,2007,Summer,June,Arizona
Report,Class A,2007,Summer,July,Alabama
Report,Class A,2007,Winter,November,West Virginia
Report,Class A,2007,Winter,January,West Virginia
Report,Class B,2007,Winter,January,West Virginia
Report,Class B,2007,Winter,January,Washington
Report,Class B,2007,Winter,February,Washington
Report,Class A,2007,Winter,October,Utah
Report,Class A,2007,Winter,January,South Carolina
Report,Class B,2007,Winter,February,Pennsylvania
Report,Class B,2007,Winter,December,Pennsylvania
Report,Class B,2007,Winter,January,Oklahoma
Report,Class B,2007,Winter,December,Ohio
Report,Class A,2007,Winter,February,New Jersey
Report,Class B,2007,Winter,November,Missouri
Report,Class B,2007,Winter,March,Minnesota
Report,Class B,2007,Winter,February,Minnesota
Report,Class B,2007,Winter,January,Michigan
Report,Class B,2007,Winter,January,Illinois
Report,Class A,2007,Winter,February,Georgia
Report,Class A,2007,Winter,,Georgia
Report,Class B,2007,Winter,,Florida
Report,Class B,2007,Winter,November,Florida
Report,Class A,2007,Winter,December,California
Report,Class A,2007,Winter,February,Arizona
Report,Class A,2007,Winter,January,Arizona
Report,Class B,2007,Winter,December,Alabama
Report,Class B,2007,Winter,January,Alabama
Report,Class A,2007,Winter,January,Alabama
Report,Class B,2006,Fall,November,Wisconsin
Report,Class A,2006,Fall,October,West Virginia
Report,Class A,2006,Fall,November,Washington
Report,Class B,2006,Fall,October,Washington
Report,Class B,2006,Fall,October,Washington
Report,Class A,2006,Fall,October,Washington
Report,Class A,2006,Fall,November,Washington
Report,Class B,2006,Fall,September,Washington
Report,Class B,2006,Fall,September,Washington
Report,Class B,2006,Fall,October,Washington
Report,Class B,2006,Fall,October,Washington
Report,Class B,2006,Fall,October,Washington
Report,Class B,2006,Fall,October,Washington
Report,Class B,2006,Fall,October,Washington
Report,Class B,2006,Fall,October,Washington
Report,Class B,2006,Fall,September,Utah
Report,Class B,2006,Fall,October,Utah
Report,Class A,2006,Fall,October,Texas
Report,Class B,2006,Fall,October,Tennessee
Report,Class B,2006,Fall,November,Tennessee
Report,Class A,2006,Fall,November,South Dakota
Report,Class A,2006,Fall,November,South Dakota
Report,Class B,2006,Fall,October,Rhode Island
Report,Class B,2006,Fall,November,Oregon
Report,Class B,2006,Fall,November,Oregon
Report,Class B,2006,Fall,October,New Mexico
Report,Class B,2006,Fall,October,Nebraska
Report,Class B,2006,Fall,September,Montana
Report,Class B,2006,Fall,October,Michigan
Report,Class B,2006,Fall,October,Michigan
Report,Class B,2006,Fall,November,Michigan
Report,Class A,2006,Fall,December,Kentucky
Report,Class B,2006,Fall,October,Iowa
Report,Class A,2006,Fall,November,Iowa
Report,Class A,2006,Fall,November,Iowa
Report,Class B,2006,Fall,,Indiana
Report,Class A,2006,Fall,October,Illinois
Report,Class A,2006,Fall,,Illinois
Report,Class A,2006,Fall,November,Illinois
Report,Class A,2006,Fall,November,Idaho
Report,Class B,2006,Fall,November,Idaho
Report,Class A,2006,Fall,September,Georgia
Report,Class B,2006,Fall,September,Georgia
Report,Class A,2006,Fall,November,Florida
Report,Class B,2006,Fall,October,Florida
Report,Class B,2006,Fall,,Florida
Report,Class B,2006,Fall,November,Florida
Report,Class B,2006,Fall,September,Florida
Report,Class A,2006,Fall,November,Florida
Report,Class A,2006,Fall,November,Florida
Report,Class B,2006,Fall,November,Colorado
Report,Class B,2006,Fall,October,California
Report,Class A,2006,Fall,October,California
Report,Class B,2006,Fall,September,California
Report,Class B,2006,Fall,November,California
Report,Class B,2006,Fall,October,California
Report,Class A,2006,Fall,October,Arizona
Report,Class B,2006,Fall,November,Arizona
Report,Class A,2006,Fall,October,Arizona
Report,Class A,2006,Spring,March,West Virginia
Report,Class B,2006,Spring,April,Washington
Report,Class A,2006,Spring,June,Virginia
Report,Class A,2006,Spring,February,Texas
Report,Class B,2006,Spring,April,Tennessee
Report,Class B,2006,Spring,May,South Carolina
Report,Class B,2006,Spring,April,Ohio
Report,Class B,2006,Spring,March,New York
Report,Class B,2006,Spring,April,New Jersey
Report,Class B,2006,Spring,May,New Jersey
Report,Class A,2006,Spring,April,Missouri
Report,Class B,2006,Spring,March,Missouri
Report,Class A,2006,Spring,April,Minnesota
Report,Class A,2006,Spring,April,Michigan
Report,Class B,2006,Spring,May,Michigan
Report,Class B,2006,Spring,April,Florida
Report,Class A,2006,Spring,March,Florida
Report,Class B,2006,Spring,May,Florida
Report,Class B,2006,Spring,March,Florida
Report,Class B,2006,Spring,March,Florida
Report,Class A,2006,Spring,March,Florida
Report,Class A,2006,Spring,May,Colorado
Report,Class B,2006,Spring,June,Colorado
Report,Class A,2006,Spring,June,California
Report,Class B,2006,Spring,April,Arkansas
Report,Class B,2006,Spring,April,Arizona
Report,Class A,2006,Summer,July,Wisconsin
Report,Class A,2006,Summer,July,West Virginia
Report,Class B,2006,Summer,July,West Virginia
Report,Class A,2006,Summer,July,West Virginia
Report,Class A,2006,Summer,August,West Virginia
Report,Class A,2006,Summer,July,Washington
Report,Class B,2006,Summer,July,Washington
Report,Class A,2006,Summer,June,Washington
Report,Class A,2006,Summer,June,Washington
Report,Class B,2006,Summer,August,Washington
Report,Class A,2006,Summer,August,Washington
Report,Class B,2006,Summer,August,Washington
Report,Class B,2006,Summer,July,Utah
Report,Class B,2006,Summer,July,Utah
Report,Class B,2006,Summer,July,Texas
Report,Class B,2006,Summer,August,Texas
Report,Class B,2006,Summer,April,Texas
Report,Class B,2006,Summer,July,Texas
Report,Class B,2006,Summer,August,Texas
Report,Class B,2006,Summer,June,Tennessee
Report,Class B,2006,Summer,July,Tennessee
Report,Class A,2006,Summer,July,Pennsylvania
Report,Class B,2006,Summer,August,Oregon
Report,Class B,2006,Summer,August,Ohio
Report,Class B,2006,Summer,July,Ohio
Report,Class B,2006,Summer,August,North Carolina
Report,Class B,2006,Summer,June,New York
Report,Class B,2006,Summer,June,New Jersey
Report,Class B,2006,Summer,,Montana
Report,Class A,2006,Summer,July,Missouri
Report,Class B,2006,Summer,June,Missouri
Report,Class B,2006,Summer,June,Minnesota
Report,Class B,2006,Summer,June,Minnesota
Report,Class A,2006,Summer,July,Michigan
Report,Class B,2006,Summer,August,Michigan
Report,Class B,2006,Summer,July,Michigan
Report,Class B,2006,Summer,July,Michigan
Report,Class B,2006,Summer,,Massachusetts
Report,Class B,2006,Summer,July,Maryland
Report,Class A,2006,Summer,July,Kentucky
Report,Class B,2006,Summer,July,Kentucky
Report,Class B,2006,Summer,July,Indiana
Report,Class B,2006,Summer,August,Indiana
Report,Class B,2006,Summer,July,Indiana
Report,Class B,2006,Summer,May,Indiana
Report,Class B,2006,Summer,June,Illinois
Report,Class A,2006,Summer,June,Illinois
Report,Class A,2006,Summer,August,Illinois
Report,Class A,2006,Summer,July,Illinois
Report,Class B,2006,Summer,May,Illinois
Report,Class B,2006,Summer,,Illinois
Report,Class A,2006,Summer,August,Idaho
Report,Class B,2006,Summer,June,Idaho
Report,Class B,2006,Summer,July,Georgia
Report,Class B,2006,Summer,June,Georgia
Report,Class B,2006,Summer,June,Georgia
Report,Class A,2006,Summer,June,Georgia
Report,Class A,2006,Summer,July,Florida
Report,Class A,2006,Summer,July,Florida
Report,Class A,2006,Summer,July,Florida
Report,Class B,2006,Summer,July,California
Report,Class B,2006,Summer,July,California
Report,Class B,2006,Summer,August,California
Report,Class B,2006,Summer,July,California
Report,Class B,2006,Summer,July,California
Report,Class A,2006,Summer,June,Arkansas
Report,Class B,2006,Summer,August,Arizona
Report,Class B,2006,Summer,August,Arizona
Report,Class B,2006,Summer,July,Arizona
Report,Class B,2006,Summer,July,Alabama
Report,Class A,2006,Winter,March,South Carolina
Report,Class A,2006,Winter,January,Pennsylvania
Report,Class A,2006,Winter,,Oregon
Report,Class B,2006,Winter,January,Oregon
Report,Class B,2006,Winter,January,North Carolina
Report,Class B,2006,Winter,March,New Jersey
Report,Class A,2006,Winter,October,Montana
Report,Class A,2006,Winter,January,Mississippi
Report,Class A,2006,Winter,December,Kentucky
Report,Class B,2006,Winter,February,Idaho
Report,Class B,2006,Winter,December,Georgia
Report,Class B,2006,Winter,December,Georgia
Report,Class A,2006,Winter,March,Florida
Report,Class B,2006,Winter,December,Florida
Report,Class A,2006,Winter,March,California
Report,Class B,2006,Winter,January,California
Report,Class A,2006,Winter,November,Arizona
Report,Class B,2006,Winter,January,Arizona
Report,Class B,2005,Fall,December,West Virginia
Report,Class B,2005,Fall,October,West Virginia
Report,Class B,2005,Fall,October,Washington
Report,Class B,2005,Fall,October,Washington
Report,Class B,2005,Fall,September,Washington
Report,Class A,2005,Fall,November,Washington
Report,Class A,2005,Fall,,Washington
Report,Class A,2005,Fall,September,Washington
Report,Class B,2005,Fall,October,Washington
Report,Class B,2005,Fall,November,Washington
Report,Class A,2005,Fall,November,Washington
Report,Class A,2005,Fall,October,Vermont
Report,Class A,2005,Fall,September,Utah
Report,Class B,2005,Fall,October,Texas
Report,Class A,2005,Fall,September,Oklahoma
Report,Class B,2005,Fall,October,New York
Report,Class A,2005,Fall,November,New Mexico
Report,Class B,2005,Fall,October,New Mexico
Report,Class A,2005,Fall,,Montana
Report,Class A,2005,Fall,November,Missouri
Report,Class B,2005,Fall,,Missouri
Report,Class A,2005,Fall,October,Minnesota
Report,Class B,2005,Fall,October,Minnesota
Report,Class B,2005,Fall,October,Michigan
Report,Class B,2005,Fall,September,Maryland
Report,Class A,2005,Fall,September,Kentucky
Report,Class A,2005,Fall,November,Illinois
Report,Class B,2005,Fall,November,Illinois
Report,Class B,2005,Fall,November,Illinois
Report,Class B,2005,Fall,October,Illinois
Report,Class B,2005,Fall,October,Illinois
Report,Class B,2005,Fall,October,Idaho
Report,Class A,2005,Fall,October,Georgia
Report,Class B,2005,Fall,October,Florida
Report,Class A,2005,Fall,September,Florida
Report,Class B,2005,Fall,September,Florida
Report,Class A,2005,Fall,September,Florida
Report,Class B,2005,Fall,September,Colorado
Report,Class B,2005,Fall,October,Colorado
Report,Class B,2005,Fall,October,Colorado
Report,Class B,2005,Fall,November,Colorado
Report,Class B,2005,Fall,October,California
Report,Class B,2005,Fall,October,Arkansas
Report,Class B,2005,Fall,September,Arizona
Report,Class A,2005,Spring,March,West Virginia
Report,Class B,2005,Spring,April,West Virginia
Report,Class B,2005,Spring,April,West Virginia
Report,Class B,2005,Spring,April,Washington
Report,Class B,2005,Spring,June,Washington
Report,Class A,2005,Spring,June,Washington
Report,Class B,2005,Spring,April,Washington
Report,Class B,2005,Spring,March,Washington
Report,Class B,2005,Spring,April,Washington
Report,Class B,2005,Spring,May,Virginia
Report,Class A,2005,Spring,March,Texas
Report,Class B,2005,Spring,April,Texas
Report,Class B,2005,Spring,March,Texas
Report,Class B,2005,Spring,April,Texas
Report,Class A,2005,Spring,March,Texas
Report,Class B,2005,Spring,April,Tennessee
Report,Class A,2005,Spring,June,Oregon
Report,Class A,2005,Spring,June,Oregon
Report,Class B,2005,Spring,,Oregon
Report,Class A,2005,Spring,May,Ohio
Report,Class B,2005,Spring,March,Ohio
Report,Class A,2005,Spring,April,New Jersey
Report,Class B,2005,Spring,April,Missouri
Report,Class A,2005,Spring,April,Kentucky
Report,Class B,2005,Spring,February,Kansas
Report,Class B,2005,Spring,April,Kansas
Report,Class A,2005,Spring,June,Illinois
Report,Class B,2005,Spring,April,Georgia
Report,Class B,2005,Spring,April,Florida
Report,Class B,2005,Spring,March,Florida
Report,Class B,2005,Spring,May,Florida
Report,Class B,2005,Spring,May,California
Report,Class B,2005,Spring,July,California
Report,Class A,2005,Spring,May,Arkansas
Report,Class B,2005,Spring,May,Arkansas
Report,Class B,2005,Spring,May,Arizona
Report,Class B,2005,Summer,September,West Virginia
