Report Type,Class,Year,Season,Month,State
Report,Class A,1977,Unknown,,Pennsylvania
Report,Class A,1977,Unknown,,Ohio
Report,Class B,1977,Unknown,,California
Report,Class A,1977,Winter,December,Washington
Report,Class B,1977,Winter,November,Pennsylvania
Report,Class A,1977,Winter,February,Ohio
Report,Class B,1977,Winter,December,Michigan
Report,Class A,1977,Winter,December,Massachusetts
Report,Class A,1977,Winter,December,Indiana
Report,Class B,1977,Winter,December,Illinois
Report,Class A,1977,Winter,November,Florida
Report,Class B,1977,Winter,February,California
Report,Class B,1977,Winter,,California
Report,Class B,1977,Winter,January,California
Report,Class A,1976,Fall,October,Virginia
Report,Class A,1976,Fall,September,Utah
Report,Class A,1976,Fall,December,Texas
Report,Class A,1976,Fall,October,Texas
Report,Class A,1976,Fall,September,Pennsylvania
Report,Class A,1976,Fall,September,Ohio
Report,Class B,1976,Fall,August,Ohio
Report,Class B,1976,Fall,August,Ohio
Report,Class A,1976,Fall,November,North Carolina
Report,Class A,1976,Fall,November,New Mexico
Report,Class A,1976,Fall,October,Missouri
Report,Class A,1976,Fall,October,Georgia
Report,Class A,1976,Fall,,California
Report,Class B,1976,Fall,September,California
Report,Class B,1976,Fall,September,California
Report,Class A,1976,Fall,September,Arkansas
Report,Class A,1976,Spring,,Washington
Report,Class A,1976,Spring,May,Pennsylvania
Report,Class B,1976,Spring,,Oregon
Report,Class A,1976,Spring,April,Missouri
Report,Class B,1976,Summer,July,Wisconsin
Report,Class B,1976,Summer,July,Wisconsin
Report,Class A,1976,Summer,September,Washington
Report,Class B,1976,Summer,June,Washington
Report,Class A,1976,Summer,,Pennsylvania
Report,Class A,1976,Summer,August,Oregon
Report,Class A,1976,Summer,June,Oregon
Report,Class A,1976,Summer,June,Oregon
Report,Class A,1976,Summer,August,Ohio
Report,Class A,1976,Summer,July,Ohio
Report,Class B,1976,Summer,,Ohio
Report,Class B,1976,Summer,September,Missouri
Report,Class A,1976,Summer,August,Missouri
Report,Class A,1976,Summer,,Minnesota
Report,Class A,1976,Summer,,Michigan
Report,Class B,1976,Summer,,Louisiana
Report,Class A,1976,Summer,,Kentucky
Report,Class A,1976,Summer,June,California
Report,Class B,1976,Summer,,California
Report,Class A,1976,Summer,June,California
Report,Class B,1976,Unknown,,Michigan
Report,Class A,1976,Winter,January,Washington
Report,Class B,1976,Winter,November,Texas
Report,Class B,1976,Winter,December,Texas
Report,Class A,1976,Winter,November,Ohio
Report,Class B,1976,Winter,December,North Carolina
Report,Class B,1976,Winter,,Kansas
Report,Class B,1976,Winter,January,Iowa
Report,Class B,1976,Winter,January,Georgia
Report,Class B,1976,Winter,November,California
Report,Class B,1975,Fall,November,Wisconsin
Report,Class A,1975,Fall,October,Washington
Report,Class A,1975,Fall,October,Washington
Report,Class B,1975,Fall,,Texas
Report,Class A,1975,Fall,October,Texas
Report,Class A,1975,Fall,November,Texas
Report,Class B,1975,Fall,November,Oregon
Report,Class A,1975,Fall,December,Oregon
Report,Class A,1975,Fall,October,Oregon
Report,Class B,1975,Fall,September,Oregon
Report,Class B,1975,Fall,September,New York
Report,Class A,1975,Fall,October,Missouri
Report,Class B,1975,Fall,October,Minnesota
Report,Class B,1975,Fall,October,Kansas
Report,Class A,1975,Fall,November,Kansas
Report,Class A,1975,Fall,October,Iowa
Report,Class B,1975,Fall,October,Indiana
Report,Class A,1975,Fall,October,Illinois
Report,Class B,1975,Fall,October,Illinois
Report,Class B,1975,Fall,,Illinois
Report,Class A,1975,Fall,October,Idaho
Report,Class B,1975,Fall,,Florida
Report,Class A,1975,Fall,November,Florida
Report,Class B,1975,Fall,September,California
Report,Class B,1975,Fall,,California
Report,Class A,1975,Fall,October,Arizona
Report,Class A,1975,Spring,May,Washington
Report,Class B,1975,Spring,April,Washington
Report,Class A,1975,Spring,April,Utah
Report,Class B,1975,Spring,June,New Jersey
Report,Class A,1975,Spring,June,Florida
Report,Class A,1975,Summer,July,Wisconsin
Report,Class B,1975,Summer,July,West Virginia
Report,Class B,1975,Summer,August,Washington
Report,Class B,1975,Summer,July,Washington
Report,Class A,1975,Summer,July,Texas
Report,Class A,1975,Summer,July,South Carolina
Report,Class A,1975,Summer,August,Pennsylvania
Report,Class A,1975,Summer,July,Pennsylvania
Report,Class A,1975,Summer,July,Oregon
Report,Class B,1975,Summer,,North Carolina
Report,Class A,1975,Summer,,Nebraska
Report,Class A,1975,Summer,July,Missouri
Report,Class A,1975,Summer,,Mississippi
Report,Class A,1975,Summer,August,Mississippi
Report,Class A,1975,Summer,July,Indiana
Report,Class A,1975,Summer,,Colorado
Report,Class A,1975,Summer,June,California
Report,Class A,1975,Summer,July,California
Report,Class B,1975,Summer,June,California
Report,Class A,1975,Summer,August,Arkansas
Report,Class A,1975,Summer,,Arkansas
Report,Class A,1975,Summer,,Alabama
Report,Class C,1975,Summer,,Alabama
Report,Class B,1975,Unknown,,Texas
Report,Class C,1975,Winter,March,Utah
Report,Class A,1975,Winter,,Illinois
Report,Class B,1975,Winter,December,Illinois
Report,Class A,1975,Winter,January,Florida
Report,Class A,1974,Fall,October,Washington
Report,Class B,1974,Fall,August,Washington
Report,Class A,1974,Fall,September,Rhode Island
Report,Class B,1974,Fall,September,Oregon
Report,Class A,1974,Fall,November,Oregon
Report,Class B,1974,Fall,October,Oregon
Report,Class A,1974,Fall,November,Oklahoma
Report,Class A,1974,Fall,October,Ohio
Report,Class A,1974,Fall,,Nebraska
Report,Class A,1974,Fall,October,Nebraska
Report,Class A,1974,Fall,September,Missouri
Report,Class A,1974,Fall,September,Michigan
Report,Class A,1974,Fall,November,Michigan
Report,Class A,1974,Fall,November,Kansas
Report,Class B,1974,Fall,,Illinois
Report,Class B,1974,Fall,September,Idaho
Report,Class B,1974,Fall,November,Georgia
Report,Class A,1974,Fall,September,Florida
Report,Class A,1974,Fall,October,California
Report,Class A,1974,Spring,,West Virginia
Report,Class A,1974,Spring,March,Texas
Report,Class B,1974,Spring,,Tennessee
Report,Class A,1974,Spring,April,South Carolina
Report,Class B,1974,Spring,,Ohio
Report,Class B,1974,Spring,June,Maine
Report,Class B,1974,Spring,March,Georgia
Report,Class A,1974,Spring,April,California
Report,Class B,1974,Summer,July,Washington
Report,Class A,1974,Summer,August,Pennsylvania
Report,Class A,1974,Summer,June,Oregon
Report,Class B,1974,Summer,August,Oregon
Report,Class B,1974,Summer,July,Michigan
Report,Class B,1974,Summer,July,Illinois
Report,Class A,1974,Summer,June,Idaho
Report,Class A,1974,Summer,June,Georgia
Report,Class A,1974,Summer,July,Florida
Report,Class B,1974,Summer,,Florida
Report,Class A,1974,Summer,September,California
Report,Class A,1974,Summer,July,California
Report,Class A,1974,Summer,,California
Report,Class B,1974,Winter,December,Florida
Report,Class B,1973,Fall,October,Washington
Report,Class A,1973,Fall,November,Virginia
Report,Class A,1973,Fall,November,Oregon
Report,Class A,1973,Fall,September,Oklahoma
Report,Class A,1973,Fall,,North Carolina
Report,Class B,1973,Fall,,Mississippi
Report,Class A,1973,Fall,August,Idaho
Report,Class B,1973,Fall,September,California
Report,Class A,1973,Spring,,Washington
Report,Class A,1973,Spring,May,Washington
Report,Class B,1973,Spring,April,Missouri
Report,Class B,1973,Spring,April,Louisiana
Report,Class A,1973,Spring,May,Illinois
Report,Class A,1973,Spring,May,Florida
Report,Class A,1973,Spring,April,Arkansas
Report,Class A,1973,Summer,July,Washington
Report,Class B,1973,Summer,August,Washington
Report,Class A,1973,Summer,,Virginia
Report,Class A,1973,Summer,September,Pennsylvania
Report,Class A,1973,Summer,August,Ohio
Report,Class B,1973,Summer,July,New York
Report,Class A,1973,Summer,August,New York
Report,Class B,1973,Summer,July,Missouri
Report,Class B,1973,Summer,August,Minnesota
Report,Class A,1973,Summer,July,Maine
Report,Class A,1973,Summer,,Kentucky
Report,Class B,1973,Summer,,Iowa
Report,Class A,1973,Summer,September,Indiana
Report,Class A,1973,Summer,July,Indiana
Report,Class A,1973,Summer,,Indiana
Report,Class A,1973,Summer,June,Illinois
Report,Class C,1973,Summer,June,Illinois
Report,Class B,1973,Summer,June,Illinois
Report,Class A,1973,Winter,,Mississippi
Report,Class A,1973,Winter,December,Arizona
Report,Class A,1972,Fall,,Pennsylvania
Report,Class B,1972,Fall,October,New York
Report,Class A,1972,Fall,August,Minnesota
Report,Class A,1972,Fall,November,Michigan
Report,Class A,1972,Fall,October,Louisiana
Report,Class A,1972,Fall,October,Kentucky
Report,Class A,1972,Fall,,Kentucky
Report,Class A,1972,Fall,October,Illinois
Report,Class C,1972,Fall,September,Illinois
Report,Class B,1972,Fall,October,Idaho
Report,Class A,1972,Fall,,Colorado
Report,Class A,1972,Fall,,Arkansas
Report,Class A,1972,Spring,May,Washington
Report,Class A,1972,Spring,April,Colorado
Report,Class B,1972,Summer,August,Washington
Report,Class A,1972,Summer,August,Washington
Report,Class A,1972,Summer,August,Washington
Report,Class B,1972,Summer,July,Texas
Report,Class A,1972,Summer,,Texas
Report,Class A,1972,Summer,,Texas
Report,Class A,1972,Summer,July,Texas
Report,Class B,1972,Summer,July,Oregon
Report,Class A,1972,Summer,July,Oklahoma
Report,Class A,1972,Summer,,Ohio
Report,Class B,1972,Summer,August,Nevada
Report,Class A,1972,Summer,August,Nevada
Report,Class A,1972,Summer,July,Missouri
Report,Class A,1972,Summer,September,Minnesota
Report,Class B,1972,Summer,,Michigan
Report,Class A,1972,Summer,July,Florida
Report,Class A,1972,Summer,September,California
Report,Class B,1972,Summer,July,California
Report,Class A,1972,Summer,,Arizona
Report,Class B,1972,Winter,January,Ohio
Report,Class B,1972,Winter,February,Michigan
Report,Class B,1972,Winter,,Arizona
Report,Class B,1971,Fall,October,Washington
Report,Class A,1971,Fall,,Pennsylvania
Report,Class A,1971,Fall,,Oregon
Report,Class B,1971,Fall,October,Oklahoma
Report,Class A,1971,Fall,October,New Jersey
Report,Class A,1971,Fall,November,Missouri
Report,Class A,1971,Fall,September,Louisiana
Report,Class A,1971,Fall,November,Louisiana
Report,Class B,1971,Fall,October,Colorado
Report,Class A,1971,Fall,September,Colorado
Report,Class A,1971,Spring,,Pennsylvania
Report,Class A,1971,Summer,August,Washington
Report,Class A,1971,Summer,June,Oregon
Report,Class A,1971,Summer,June,Ohio
Report,Class A,1971,Summer,,Ohio
Report,Class B,1971,Summer,July,Montana
Report,Class A,1971,Summer,June,Missouri
Report,Class A,1971,Summer,July,Michigan
Report,Class B,1971,Summer,,Kentucky
Report,Class A,1971,Summer,,Colorado
Report,Class B,1971,Summer,August,California
Report,Class B,1971,Winter,March,Washington
Report,Class B,1970,Fall,October,Washington
Report,Class A,1970,Fall,October,Washington
Report,Class A,1970,Fall,October,Oregon
Report,Class B,1970,Fall,November,Ohio
Report,Class B,1970,Fall,September,Nevada
Report,Class A,1970,Fall,November,Minnesota
Report,Class A,1970,Fall,September,Michigan
Report,Class B,1970,Fall,September,Iowa
Report,Class A,1970,Fall,November,Iowa
Report,Class A,1970,Fall,November,Illinois
Report,Class A,1970,Fall,October,Colorado
Report,Class B,1970,Spring,April,Washington
Report,Class A,1970,Spring,May,Virginia
Report,Class A,1970,Spring,April,Tennessee
Report,Class A,1970,Spring,May,Louisiana
Report,Class B,1970,Summer,,Washington
Report,Class B,1970,Summer,,Washington
Report,Class A,1970,Summer,September,Virginia
Report,Class B,1970,Summer,July,Utah
Report,Class A,1970,Summer,June,South Carolina
Report,Class B,1970,Summer,,Oregon
Report,Class B,1970,Summer,July,Oregon
Report,Class B,1970,Summer,,New York
Report,Class A,1970,Summer,July,New Jersey
Report,Class A,1970,Summer,August,New Jersey
Report,Class A,1970,Summer,,Maryland
Report,Class A,1970,Summer,,Iowa
Report,Class B,1970,Summer,,Iowa
Report,Class B,1970,Summer,,California
Report,Class B,1970,Summer,September,California
Report,Class B,1970,Summer,August,California
Report,Class A,1970,Summer,June,Arkansas
Report,Class B,1970,Winter,November,Washington
Report,Class B,1970,Winter,December,Tennessee
Report,Class B,1970,Winter,November,Oregon
Report,Class A,1969,Fall,August,West Virginia
Report,Class A,1969,Fall,November,West Virginia
Report,Class A,1969,Fall,November,Washington
Report,Class A,1969,Fall,November,Washington
Report,Class A,1969,Fall,October,New Jersey
Report,Class A,1969,Fall,October,Idaho
Report,Class B,1969,Fall,September,California
Report,Class A,1969,Spring,March,Oregon
Report,Class A,1969,Summer,July,Texas
Report,Class C,1969,Summer,,Tennessee
Report,Class A,1969,Summer,,Pennsylvania
Report,Class B,1969,Summer,August,Oregon
Report,Class B,1969,Summer,July,New York
Report,Class A,1969,Summer,,Missouri
Report,Class A,1969,Summer,August,Illinois
Report,Class B,1969,Summer,July,Illinois
Report,Class B,1969,Summer,July,Illinois
Report,Class A,1969,Summer,September,Illinois
Report,Class A,1969,Summer,August,Idaho
Report,Class A,1969,Summer,August,Arkansas
Report,Class B,1969,Winter,March,Washington
Report,Class A,1969,Winter,March,Washington
Report,Class A,1969,Winter,,New York
Report,Class A,1968,Fall,,Utah
Report,Class A,1968,Fall,October,Texas
Report,Class B,1968,Fall,,North Carolina
Report,Class B,1968,Fall,November,Michigan
Report,Class A,1968,Fall,September,Illinois
Report,Class A,1968,Fall,November,Connecticut
Report,Class B,1968,Fall,,California
Report,Class A,1968,Fall,November,California
Report,Class B,1968,Spring,,Illinois
Report,Class B,1968,Summer,August,Washington
Report,Class B,1968,Summer,July,South Carolina
Report,Class A,1968,Summer,August,Pennsylvania
Report,Class B,1968,Summer,,Oregon
Report,Class A,1968,Summer,,Ohio
Report,Class A,1968,Summer,July,Indiana
Report,Class C,1968,Summer,August,Illinois
Report,Class B,1968,Summer,,Idaho
Report,Class A,1968,Summer,July,California
Report,Class A,1968,Unknown,,Oregon
Report,Class A,1968,Unknown,,Mississippi
Report,Class B,1967,Fall,,Washington
Report,Class B,1967,Fall,,Washington
Report,Class A,1967,Fall,,Washington
Report,Class A,1967,Fall,September,North Carolina
Report,Class A,1967,Fall,,Michigan
Report,Class A,1967,Fall,October,California
Report,Class A,1967,Spring,March,Washington
Report,Class A,1967,Spring,May,Michigan
Report,Class A,1967,Spring,August,Illinois
Report,Class A,1967,Spring,March,California
Report,Class B,1967,Summer,August,Wisconsin
Report,Class A,1967,Summer,August,Washington
Report,Class A,1967,Summer,September,Pennsylvania
Report,Class B,1967,Summer,,Ohio
Report,Class A,1967,Summer,July,Missouri
Report,Class A,1967,Summer,July,Idaho
Report,Class A,1967,Summer,,Alabama
Report,Class B,1967,Winter,January,Indiana
Report,Class B,1966,Fall,,Missouri
Report,Class A,1966,Fall,,California
Report,Class B,1966,Spring,,Washington
Report,Class A,1966,Summer,August,Oklahoma
Report,Class A,1966,Summer,August,New Jersey
Report,Class A,1966,Summer,August,California
Report,Class A,1966,Summer,July,California
Report,Class B,1966,Winter,,New York
Report,Class A,1965,Fall,October,North Carolina
Report,Class B,1965,Fall,October,Illinois
Report,Class A,1965,Summer,August,Wisconsin
Report,Class A,1965,Summer,July,Washington
Report,Class A,1965,Summer,August,Washington
Report,Class A,1965,Summer,July,Michigan
Report,Class A,1965,Summer,July,Michigan
Report,Class B,1965,Summer,June,Georgia
Report,Class A,1965,Summer,July,California
Report,Class A,1965,Summer,July,California
Report,Class B,1964,Fall,,South Carolina
Report,Class A,1964,Fall,November,Illinois
Report,Class A,1964,Fall,September,Alaska
Report,Class B,1964,Summer,,Utah
Report,Class B,1964,Summer,,South Carolina
Report,Class A,1964,Summer,August,Colorado
Report,Class B,1964,Summer,August,Colorado
Report,Class A,1964,Summer,August,California
Report,Class B,1964,Unknown,,Texas
Report,Class A,1964,Unknown,,Texas
Report,Class A,1964,Unknown,,California
Report,Class B,1964,Winter,November,California
Report,Class A,1963,Fall,October,Texas
