Report Type,Class,Submitted Date,Year,Season,Month,State,County
Report,Class B,"Saturday, December 23, 2000.",1974,Summer,July,Washington,Snohomish
Report,Class A,"Wednesday, December 2, 2009.",1974,Spring,,West Virginia,Harrison
Report,Class A,"Monday, November 9, 2015.",1975,Summer,,Alabama,Blount
Report,Class C,"Friday, September 17, 1999.",1975,Summer,,Alabama,Blount
Report,Class A,"Friday, January 4, 2019.",1975,Summer,August,Arkansas,Logan
Report,Class A,"Saturday, March 12, 2005.",1975,Summer,,Arkansas,Pulaski
Report,Class A,"Wednesday, October 25, 2000.",1975,Fall,October,Arizona,Pima
Report,Class B,"Friday, November 8, 2002.",1975,Fall,September,California,Del Norte
Report,Class A,"Friday, January 5, 2001.",1975,Summer,June,California,Humboldt
Report,Class A,"Tuesday, April 8, 1997.",1975,Summer,July,California,San Bernardino
Report,Class B,"Friday, December 9, 2005.",1975,Fall,,California,Santa Barbara
Report,Class B,"Tuesday, August 5, 2003.",1975,Summer,June,California,Tehama
Report,Class A,"Monday, January 1, 2001.",1975,Summer,,Colorado,Lake
Report,Class A,"Friday, November 7, 1997.",1975,Winter,January,Florida,Broward
Report,Class B,"Wednesday, March 29, 2006.",1975,Fall,,Florida,Collier
Report,Class A,"Wednesday, June 24, 2015.",1975,Spring,June,Florida,Dade
Report,Class A,"Friday, November 17, 2006.",1975,Fall,November,Florida,Duval
Report,Class A,"Tuesday, January 16, 2001.",1975,Fall,October,Iowa,Jefferson
Report,Class A,"Wednesday, October 1, 2003.",1975,Fall,October,Idaho,Custer
Report,Class A,"Sunday, June 2, 2013.",1975,Fall,October,Illinois,Champaign
Report,Class A,"Monday, February 21, 2000.",1975,Winter,,Illinois,Fayette
Report,Class B,"Thursday, April 11, 2013.",1975,Fall,October,Illinois,Jackson
Report,Class B,"Wednesday, April 11, 2007.",1975,Fall,,Illinois,Perry
Report,Class B,"Sunday, November 4, 2001.",1975,Winter,December,Illinois,Perry
Report,Class A,"Monday, September 14, 2009.",1975,Summer,July,Indiana,Grant
Report,Class B,"Wednesday, November 3, 2010.",1975,Fall,October,Indiana,Henry
Report,Class B,"Saturday, August 19, 2000.",1975,Fall,October,Kansas,Neosho
Report,Class A,"Sunday, February 22, 1998.",1975,Fall,November,Kansas,Sedgwick
Report,Class B,"Tuesday, March 12, 2013.",1975,Fall,October,Minnesota,Houston
Report,Class A,"Friday, December 7, 2001.",1975,Fall,October,Missouri,Cooper
Report,Class A,"Friday, June 30, 2006.",1975,Summer,July,Missouri,Stone
Report,Class A,"Sunday, March 1, 1998.",1975,Summer,,Mississippi,Hancock
Report,Class A,"Sunday, July 21, 2002.",1975,Summer,August,Mississippi,Lauderdale
Report,Class B,"Tuesday, August 6, 2002.",1975,Summer,,North Carolina,Swain
Report,Class A,"Tuesday, January 20, 2004.",1975,Summer,,Nebraska,Sarpy
Report,Class B,"Sunday, December 18, 2005.",1975,Spring,June,New Jersey,Salem
Report,Class B,"Friday, May 23, 2003.",1975,Fall,September,New York,Chautauqua
Report,Class B,"Saturday, January 2, 1999.",1975,Fall,November,Oregon,Harney
Report,Class A,"Wednesday, September 29, 1999.",1975,Fall,December,Oregon,Hood River
Report,Class A,"Saturday, May 10, 2008.",1975,Fall,October,Oregon,Josephine
Report,Class A,"Tuesday, January 29, 2002.",1975,Summer,July,Oregon,Josephine
Report,Class B,"Monday, June 26, 2000.",1975,Fall,September,Oregon,Umatilla
Report,Class A,"Friday, March 24, 2000.",1975,Summer,August,Pennsylvania,Clearfield
Report,Class A,"Tuesday, March 11, 1997.",1975,Summer,July,Pennsylvania,Fayette
Report,Class A,"Sunday, May 24, 2009.",1975,Summer,July,South Carolina,Oconee
Report,Class B,"Saturday, April 26, 2003.",1975,Fall,,Texas,Cooke
Report,Class B,"Sunday, May 9, 1999.",1975,Unknown,,Texas,Grayson
Report,Class A,"Wednesday, October 4, 2000.",1975,Fall,October,Texas,Parker
Report,Class A,"Monday, September 23, 2002.",1975,Fall,November,Texas,Van Zandt
Report,Class A,"Tuesday, January 25, 2000.",1975,Summer,July,Texas,Walker
Report,Class A,"Friday, January 21, 2000.",1975,Spring,April,Utah,Davis
Report,Class C,"Saturday, March 15, 1975.",1975,Winter,March,Utah,Millard
Report,Class B,"Thursday, October 9, 1997.",1975,Summer,August,Washington,Chelan
Report,Class B,"Saturday, May 25, 2002.",1975,Summer,July,Washington,King
Report,Class A,"Sunday, February 11, 2001.",1975,Fall,October,Washington,Pierce
Report,Class A,"Saturday, February 10, 2001.",1975,Fall,October,Washington,Pierce
Report,Class A,"Saturday, February 10, 2001.",1975,Spring,May,Washington,Snohomish
Report,Class B,"Saturday, February 10, 2001.",1975,Spring,April,Washington,Snohomish
Report,Class A,"Wednesday, June 17, 2015.",1975,Summer,July,Wisconsin,Barron
Report,Class B,"Wednesday, January 8, 2014.",1975,Fall,November,Wisconsin,Dodge
Report,Class B,"Wednesday, May 1, 2002.",1975,Summer,July,West Virginia,Raleigh
Report,Class A,"Friday, May 12, 2017.",1976,Fall,September,Arkansas,Pulaski
Report,Class A,"Sunday, October 31, 2004.",1976,Fall,,California,Kern
Report,Class B,"Wednesday, May 5, 2010.",1976,Winter,November,California,Los Angeles
Report,Class B,"Sunday, February 4, 2001.",1976,Fall,September,California,Los Angeles
Report,Class A,"Thursday, April 13, 2000.",1976,Summer,June,California,Los Angeles
Report,Class B,"Friday, August 27, 1999.",1976,Summer,,California,Mendocino
Report,Class B,"Monday, February 21, 2005.",1976,Fall,September,California,Mono
Report,Class A,"Saturday, November 13, 2004.",1976,Summer,June,California,San Bernardino
Report,Class A,"Saturday, April 29, 2006.",1976,Fall,October,Georgia,Berrien
Report,Class B,"Sunday, November 9, 2003.",1976,Winter,January,Georgia,Chatham
Report,Class B,"Saturday, May 24, 2003.",1976,Winter,January,Iowa,Monroe
Report,Class B,"Sunday, December 14, 2003.",1976,Winter,,Kansas,Leavenworth
Report,Class A,"Tuesday, January 12, 1999.",1976,Summer,,Kentucky,Clark
Report,Class B,"Tuesday, May 27, 2008.",1976,Summer,,Louisiana,Webster
Report,Class A,"Monday, September 6, 1999.",1976,Summer,,Michigan,Livingston
Report,Class B,"Sunday, September 11, 2016.",1976,Unknown,,Michigan,Oceana
Report,Class A,"Friday, October 19, 2001.",1976,Summer,,Minnesota,Lake Of The Woods
Report,Class B,"Thursday, December 3, 1998.",1976,Summer,September,Missouri,Montgomery
Report,Class A,"Saturday, January 20, 2001.",1976,Summer,August,Missouri,St. Charles
Report,Class A,"Wednesday, May 21, 2008.",1976,Fall,October,Missouri,St. Louis
Report,Class A,"Friday, December 21, 2018.",1976,Spring,April,Missouri,Ste. Genevieve
Report,Class A,"Friday, May 2, 2003.",1976,Fall,November,North Carolina,Sampson
Report,Class B,"Saturday, December 24, 2005.",1976,Winter,December,North Carolina,Yadkin
Report,Class A,"Tuesday, March 30, 2004.",1976,Fall,November,New Mexico,Otero
Report,Class A,"Thursday, August 22, 2002.",1976,Winter,November,Ohio,Ashtabula
Report,Class A,"Friday, April 16, 2004.",1976,Summer,August,Ohio,Carroll
Report,Class A,"Monday, March 7, 2005.",1976,Summer,July,Ohio,Delaware
Report,Class A,"Sunday, May 2, 2004.",1976,Fall,September,Ohio,Medina
Report,Class B,"Tuesday, March 23, 1999.",1976,Summer,,Ohio,Portage
Report,Class B,"Thursday, August 14, 2008.",1976,Fall,August,Ohio,Stark
Report,Class B,"Thursday, August 14, 2008.",1976,Fall,August,Ohio,Stark
Report,Class B,"Monday, December 29, 2003.",1976,Spring,,Oregon,Deschutes
Report,Class A,"Friday, January 19, 2001.",1976,Summer,August,Oregon,Grant
Report,Class A,"Thursday, October 16, 2003.",1976,Summer,June,Oregon,Umatilla
Report,Class A,"Sunday, February 4, 2001.",1976,Summer,June,Oregon,Umatilla
Report,Class A,"Monday, December 28, 1998.",1976,Summer,,Pennsylvania,Armstrong
Report,Class A,"Saturday, September 15, 2001.",1976,Spring,May,Pennsylvania,Bucks
Report,Class A,"Tuesday, May 20, 1997.",1976,Fall,September,Pennsylvania,Crawford
Report,Class A,"Thursday, May 5, 2005.",1976,Fall,December,Texas,Cooke
Report,Class B,"Saturday, February 13, 2016.",1976,Winter,November,Texas,Parker
Report,Class B,"Saturday, June 9, 2012.",1976,Winter,December,Texas,Tarrant
Report,Class A,"Monday, February 21, 2000.",1976,Fall,October,Texas,Upshur
Report,Class A,"Saturday, August 16, 1997.",1976,Fall,September,Utah,Box Elder
Report,Class A,"Monday, August 22, 2011.",1976,Fall,October,Virginia,Pittsylvania
Report,Class A,"Sunday, May 23, 2010.",1976,Spring,,Washington,Island
Report,Class A,"Wednesday, March 7, 2001.",1976,Winter,January,Washington,Okanogan
Report,Class A,"Tuesday, February 1, 2011.",1976,Summer,September,Washington,Pierce
Report,Class B,"Friday, December 20, 1996.",1976,Summer,June,Washington,Whatcom
Report,Class B,"Wednesday, January 24, 2001.",1976,Summer,July,Wisconsin,Barron
Report,Class B,"Sunday, January 27, 2013.",1976,Summer,July,Wisconsin,Milwaukee
Report,Class A,"Wednesday, December 9, 1998.",1977,Fall,,Arkansas,Randolph
Report,Class A,"Thursday, October 12, 2000.",1977,Summer,July,Arizona,Cochise
Report,Class B,"Wednesday, February 21, 2001.",1977,Summer,June,Arizona,Yavapai
Report,Class B,"Friday, May 24, 2002.",1977,Summer,July,California,Calaveras
Report,Class B,"Thursday, December 10, 1998.",1977,Unknown,,California,Mendocino
Report,Class A,"Saturday, January 27, 2001.",1977,Summer,July,California,Mono
Report,Class A,"Saturday, December 13, 2003.",1977,Spring,August,California,Shasta
Report,Class B,"Monday, January 13, 2003.",1977,Summer,,California,Siskiyou
Report,Class B,"Monday, October 27, 2003.",1977,Winter,February,California,Trinity
Report,Class B,"Wednesday, January 19, 2000.",1977,Summer,August,California,Trinity
Report,Class B,"Saturday, November 8, 2003.",1977,Summer,July,California,Trinity
Report,Class B,"Monday, March 3, 1997.",1977,Winter,,California,Tuolumne
Report,Class B,"Tuesday, March 13, 2001.",1977,Fall,October,California,Tuolumne
Report,Class B,"Monday, October 13, 2003.",1977,Winter,January,California,Tuolumne
Report,Class A,"Wednesday, January 3, 2001.",1977,Summer,May,Colorado,Montrose
Report,Class A,"Monday, February 7, 2005.",1977,Summer,July,Colorado,Teller
Report,Class A,"Monday, November 5, 2007.",1977,Fall,November,Florida,Dade
Report,Class A,"Tuesday, September 15, 1998.",1977,Winter,November,Florida,Marion
Report,Class A,"Tuesday, September 15, 1998.",1977,Fall,October,Florida,Marion
Report,Class A,"Tuesday, December 23, 2014.",1977,Fall,October,Florida,Pinellas
Report,Class B,"Sunday, August 10, 2008.",1977,Summer,,Georgia,Dougherty
Report,Class A,"Sunday, February 4, 2001.",1977,Fall,August,Iowa,Floyd
Report,Class B,"Friday, October 11, 2002.",1977,Fall,September,Iowa,Humboldt
Report,Class A,"Friday, October 24, 1997.",1977,Fall,October,Idaho,Camas
Report,Class A,"Saturday, November 23, 2013.",1977,Fall,September,Illinois,Franklin
Report,Class B,"Thursday, October 18, 2012.",1977,Fall,October,Illinois,Livingston
Report,Class B,"Tuesday, February 19, 2013.",1977,Fall,September,Illinois,Madison
Report,Class B,"Tuesday, September 19, 2006.",1977,Winter,December,Illinois,Williamson
Report,Class A,"Sunday, February 1, 1998.",1977,Winter,December,Indiana,Boone
Report,Class A,"Sunday, March 27, 2011.",1977,Spring,June,Indiana,Decatur
Report,Class A,"Thursday, January 1, 1998.",1977,Fall,November,Kansas,Montgomery
Report,Class A,"Friday, July 7, 2000.",1977,Summer,July,Kentucky,Perry
Report,Class A,"Monday, December 29, 1997.",1977,Fall,November,Louisiana,Union
Report,Class A,"Thursday, May 20, 2004.",1977,Winter,December,Massachusetts,Worcester
Report,Class A,"Friday, February 5, 1999.",1977,Summer,,Maryland,Howard
Report,Class B,"Friday, March 8, 2013.",1977,Winter,December,Michigan,Gladwin
Report,Class A,"Thursday, June 23, 2011.",1977,Fall,October,Michigan,Kalkaska
Report,Class A,"Wednesday, February 21, 2001.",1977,Fall,September,Michigan,Midland
Report,Class B,"Thursday, November 18, 2004.",1977,Fall,September,Minnesota,Carlton
Report,Class B,"Friday, January 26, 2001.",1977,Summer,June,Minnesota,St. Louis
Report,Class A,"Monday, October 23, 2000.",1977,Summer,August,Missouri,Crawford
Report,Class A,"Tuesday, April 10, 2001.",1977,Summer,September,Missouri,Lawrence
Report,Class A,"Sunday, December 21, 1997.",1977,Summer,,Missouri,St. Clair
Report,Class B,"Thursday, February 25, 2010.",1977,Spring,March,Missouri,Texas
Report,Class A,"Monday, March 23, 1998.",1977,Spring,,Mississippi,Lauderdale
Report,Class A,"Wednesday, February 11, 1998.",1977,Summer,August,Montana,Lewis And Clark
Report,Class A,"Friday, January 10, 1997.",1977,Summer,,Montana,Missoula
Report,Class B,"Tuesday, February 14, 2012.",1977,Spring,May,North Carolina,Carteret
Report,Class A,"Sunday, November 16, 2003.",1977,Summer,August,North Carolina,Davie
Report,Class A,"Saturday, January 12, 2008.",1977,Spring,,New Jersey,Mercer
Report,Class A,"Tuesday, July 3, 2001.",1977,Summer,,New Jersey,Somerset
Report,Class A,"Wednesday, June 1, 2011.",1977,Summer,July,New Jersey,Sussex
Report,Class B,"Tuesday, September 29, 2015.",1977,Summer,August,New Jersey,Warren
Report,Class A,"Wednesday, August 27, 1997.",1977,Unknown,,Ohio,Defiance
Report,Class A,"Saturday, February 3, 2001.",1977,Summer,,Ohio,Morrow
Report,Class A,"Thursday, September 28, 2000.",1977,Winter,February,Ohio,Noble
Report,Class A,"Thursday, January 1, 1998.",1977,Spring,May,Ohio,Preble
Report,Class B,"Thursday, November 27, 1997.",1977,Fall,,Ohio,Scioto
Report,Class B,"Tuesday, May 13, 1997.",1977,Summer,,Oklahoma,Latimer
Report,Class B,"Thursday, December 27, 2007.",1977,Summer,,Oregon,Douglas
Report,Class B,"Thursday, August 23, 2007.",1977,Spring,May,Oregon,Lane
Report,Class A,"Thursday, July 4, 2002.",1977,Spring,March,Oregon,Lane
Report,Class B,"Friday, November 22, 2002.",1977,Summer,,Oregon,Marion
Report,Class A,"Friday, August 3, 2001.",1977,Summer,July,Pennsylvania,Bucks
Report,Class A,"Wednesday, October 14, 1998.",1977,Unknown,,Pennsylvania,Butler
Report,Class A,"Monday, October 29, 2001.",1977,Summer,August,Pennsylvania,Cameron
Report,Class B,"Friday, February 22, 2002.",1977,Winter,November,Pennsylvania,Elk
Report,Class A,"Friday, April 29, 2005.",1977,Fall,,Pennsylvania,Erie
Report,Class B,"Tuesday, March 16, 2004.",1977,Summer,,Texas,Cass
Report,Class B,"Thursday, December 29, 2016.",1977,Fall,September,Texas,Eastland
Report,Class A,"Monday, December 29, 2003.",1977,Summer,August,Texas,Hunt
Report,Class A,"Sunday, September 21, 2003.",1977,Fall,October,Texas,Jeffdavis
Report,Class A,"Wednesday, October 14, 1998.",1977,Summer,August,Texas,Lampasas
Report,Class B,"Sunday, August 4, 2019.",1977,Summer,June,Texas,Palo Pinto
Report,Class A,"Wednesday, November 1, 2006.",1977,Fall,October,Utah,Cache
Report,Class B,"Monday, December 29, 2008.",1977,Fall,August,Utah,Morgan
Report,Class A,"Monday, August 20, 2001.",1977,Fall,September,Utah,Wasatch
Report,Class B,"Monday, December 23, 1996.",1977,Unknown,,Washington,Clallam
Report,Class A,"Wednesday, July 22, 2020.",1977,Fall,October,Washington,Jefferson
Report,Class A,"Saturday, June 29, 2002.",1977,Summer,August,Washington,King
Report,Class B,"Saturday, September 4, 2010.",1977,Fall,October,Washington,Pierce
Report,Class A,"Thursday, January 27, 2005.",1977,Summer,August,Washington,Snohomish
Report,Class A,"Friday, March 2, 2001.",1977,Winter,December,Washington,Snohomish
Report,Class A,"Monday, January 25, 1999.",1977,Summer,July,Washington,Thurston
Report,Class A,"Tuesday, February 13, 2001.",1977,Summer,August,Washington,Whatcom
Report,Class A,"Saturday, May 5, 2012.",1978,Fall,October,Alabama,Covington
Report,Class A,"Tuesday, March 17, 1998.",1978,Spring,,Alabama,Limestone
Report,Class A,"Sunday, May 12, 2019.",1978,Summer,May,Arkansas,Hempstead
Report,Class B,"Wednesday, September 4, 1996.",1978,Winter,December,California,Alpine
Report,Class B,"Sunday, December 15, 2002.",1978,Winter,December,California,Calaveras
Report,Class B,"Wednesday, July 10, 2002.",1978,Spring,,California,Humboldt
Report,Class A,"Saturday, November 24, 2001.",1978,Spring,June,California,Nevada
Report,Class B,"Monday, January 7, 2002.",1978,Spring,,California,Placer
Report,Class B,"Wednesday, January 19, 2000.",1978,Fall,October,California,Trinity
Report,Class B,"Tuesday, December 30, 2003.",1978,Fall,September,California,Tuolumne
Report,Class A,"Thursday, January 18, 2001.",1978,Summer,July,California,Tuolumne
Report,Class A,"Sunday, October 26, 2003.",1978,Summer,September,Colorado,Jefferson
