Report Type,Class,Submitted Date,Year,Season,Month,State,County
Report,Class A,"Sunday, May 16, 1999.",1986,Summer,August,Oregon,Hood River
Report,Class A,"Friday, November 1, 1996.",1986,Fall,September,South Carolina,York
Report,Class B,"Thursday, January 25, 2001.",1986,Spring,April,South Dakota,Brown
Report,Class A,"Friday, February 25, 2005.",1986,Fall,October,Tennessee,Polk
Report,Class A,"Thursday, January 10, 2019.",1986,Summer,June,Tennessee,Scott
Report,Class A,"Sunday, March 8, 2009.",1986,Summer,May,Tennessee,Sumner
Report,Class A,"Thursday, February 19, 2004.",1986,Fall,November,Texas,Bowie
Report,Class A,"Thursday, January 22, 2004.",1986,Fall,October,Texas,Tom Green
Report,Class B,"Friday, June 29, 2007.",1986,Summer,July,Utah,Summit
Report,Class A,"Monday, January 14, 2013.",1986,Fall,September,Washington,Jefferson
Report,Class A,"Monday, December 1, 2003.",1986,Winter,December,Washington,King
Report,Class B,"Monday, September 27, 2004.",1986,Summer,August,Washington,Okanogan
Report,Class A,"Monday, January 30, 2012.",1986,Fall,September,Washington,Pierce
Report,Class A,"Wednesday, December 3, 1997.",1986,Summer,August,Washington,Skagit
Report,Class A,"Friday, November 15, 2013.",1986,Fall,,Washington,Snohomish
Report,Class A,"Tuesday, January 2, 2001.",1986,Fall,August,Wyoming,Lincoln
Report,Class B,"Monday, September 10, 2007.",1987,Summer,August,Alabama,Bibb
Report,Class A,"Monday, June 23, 2003.",1987,Summer,,California,Mendocino
Report,Class A,"Sunday, September 25, 2005.",1987,Fall,September,California,Nevada
Report,Class A,"Friday, February 12, 1999.",1987,Fall,October,California,Shasta
Report,Class B,"Monday, June 23, 1997.",1987,Spring,April,California,Sierra
Report,Class A,"Sunday, October 7, 2001.",1987,Fall,October,Colorado,Fremont
Report,Class B,"Sunday, July 1, 2007.",1987,Fall,October,Colorado,Mesa
Report,Class B,"Thursday, March 22, 2007.",1987,Fall,November,Connecticut,Litchfield
Report,Class B,"Sunday, July 22, 2007.",1987,Summer,June,Florida,Collier
Report,Class A,"Tuesday, January 17, 2012.",1987,Spring,April,Florida,Lake
Report,Class B,"Thursday, September 6, 2001.",1987,Fall,,Georgia,Cherokee
Report,Class A,"Friday, August 31, 2007.",1987,Summer,July,Georgia,Dade
Report,Class B,"Friday, March 30, 2007.",1987,Fall,September,Georgia,Long
Report,Class B,"Tuesday, September 1, 1987.",1987,Winter,,Idaho,Boundary
Report,Class A,"Monday, February 27, 2012.",1987,Summer,,Illinois,La Salle
Report,Class A,"Thursday, March 29, 2001.",1987,Fall,October,Indiana,La Porte
Report,Class A,"Tuesday, October 13, 1998.",1987,Fall,November,Louisiana,Caddo
Report,Class A,"Tuesday, July 6, 1999.",1987,Summer,August,Michigan,Sanilac
Report,Class A,"Friday, February 24, 2006.",1987,Fall,October,Mississippi,Clarke
Report,Class A,"Saturday, March 18, 2006.",1987,Fall,October,Mississippi,Clarke
Report,Class B,"Wednesday, May 29, 1996.",1987,Winter,March,North Carolina,Ashe
Report,Class B,"Thursday, February 26, 1998.",1987,Summer,July,North Carolina,Onslow
Report,Class B,"Thursday, December 15, 2005.",1987,Summer,September,New Jersey,Warren
Report,Class B,"Thursday, December 2, 2004.",1987,Fall,November,New Mexico,Otero
Report,Class A,"Monday, January 18, 1999.",1987,Winter,March,Ohio,Allen
Report,Class B,"Tuesday, February 4, 2003.",1987,Fall,August,Ohio,Jefferson
Report,Class B,"Tuesday, May 27, 1997.",1987,Fall,October,Ohio,Lorain
Report,Class B,"Tuesday, July 25, 2017.",1987,Fall,October,Oklahoma,Mayes
Report,Class A,"Friday, July 13, 2012.",1987,Spring,March,Oklahoma,Tillman
Report,Class B,"Tuesday, September 8, 1998.",1987,Summer,June,Oregon,Clackamas
Report,Class B,"Monday, November 1, 1999.",1987,Summer,August,Oregon,Deschutes
Report,Class A,"Wednesday, November 30, 2005.",1987,Summer,July,South Carolina,Oconee
Report,Class A,"Monday, May 30, 2005.",1987,Summer,July,Tennessee,Dickson
Report,Class A,"Wednesday, August 13, 2008.",1987,Summer,July,Tennessee,Dickson
Report,Class A,"Sunday, May 18, 2008.",1987,Fall,,Tennessee,Lincoln
Report,Class A,"Friday, May 22, 1998.",1987,Unknown,,Tennessee,Mcminn
Report,Class A,"Friday, December 15, 2006.",1987,Spring,March,Tennessee,Monroe
Report,Class A,"Wednesday, April 22, 1998.",1987,Summer,,Tennessee,Rutherford
Report,Class A,"Thursday, July 22, 2004.",1987,Winter,,Texas,Gregg
Report,Class A,"Sunday, February 22, 2004.",1987,Fall,,Texas,Harrison
Report,Class A,"Sunday, October 4, 1998.",1987,Fall,November,Texas,Red River
Report,Class B,"Friday, February 28, 2003.",1987,Fall,October,Utah,Weber
Report,Class A,"Wednesday, April 16, 2008.",1987,Summer,July,Washington,Pierce
Report,Class A,"Monday, May 3, 2004.",1987,Winter,March,Washington,Snohomish
Report,Class B,"Monday, July 23, 2007.",1987,Summer,July,Washington,Thurston
Report,Class B,"Friday, January 14, 2005.",1987,Fall,,Washington,Whatcom
Report,Class A,"Friday, February 16, 2001.",1987,Summer,July,West Virginia,Nicholas
Report,Class A,"Sunday, October 26, 2003.",1987,Summer,July,West Virginia,Tucker
Report,Class A,"Thursday, February 20, 2003.",1987,Summer,June,Wyoming,Carbon
Report,Class B,"Friday, October 1, 2010.",1988,Spring,April,Alabama,Lauderdale
Report,Class B,"Monday, December 9, 2013.",1988,Summer,July,Alabama,Walker
Report,Class A,"Sunday, July 8, 2001.",1988,Winter,January,Arkansas,Greene
Report,Class A,"Friday, April 23, 2004.",1988,Summer,July,Arkansas,Sebastian
Report,Class A,"Wednesday, May 4, 2005.",1988,Fall,October,California,Humboldt
Report,Class A,"Saturday, July 29, 2000.",1988,Fall,October,California,Madera
Report,Class B,"Wednesday, March 23, 2016.",1988,Summer,July,California,San Diego
Report,Class A,"Friday, January 24, 1997.",1988,Fall,October,California,Tulare
Report,Class B,"Monday, April 30, 2001.",1988,Fall,September,California,Tuolumne
Report,Class C,"Friday, January 7, 2000.",1988,Fall,,California,Ventura
Report,Class A,"Friday, September 16, 2005.",1988,Summer,,Florida,Sarasota
Report,Class A,"Sunday, January 29, 2006.",1988,Summer,August,Idaho,Camas
Report,Class A,"Monday, December 13, 2004.",1988,Winter,December,Idaho,Kootenai
Report,Class A,"Sunday, September 28, 2008.",1988,Winter,November,Indiana,Monroe
Report,Class B,"Monday, October 27, 2003.",1988,Winter,,Indiana,Pulaski
Report,Class B,"Tuesday, March 17, 1998.",1988,Fall,October,Indiana,Vermillion
Report,Class A,"Wednesday, September 2, 1998.",1988,Fall,September,Michigan,St. Clair
Report,Class A,"Thursday, April 2, 2020.",1988,Winter,December,Missouri,Cass
Report,Class A,"Friday, March 23, 2001.",1988,Summer,June,Missouri,Greene
Report,Class B,"Wednesday, September 17, 1997.",1988,Winter,December,Montana,Silver Bow
Report,Class B,"Friday, October 16, 1998.",1988,Spring,March,North Carolina,Yancey
Report,Class A,"Monday, January 20, 2003.",1988,Summer,July,New York,Rensselaer
Report,Class B,"Tuesday, May 5, 1998.",1988,Spring,May,Ohio,Coshocton
Report,Class B,"Tuesday, May 5, 1998.",1988,Spring,May,Ohio,Coshocton
Report,Class B,"Friday, November 18, 2011.",1988,Spring,May,Ohio,Greene
Report,Class A,"Monday, November 16, 1998.",1988,Winter,,Ohio,Jefferson
Report,Class B,"Thursday, October 13, 2005.",1988,Fall,September,Ohio,Montgomery
Report,Class B,"Sunday, September 19, 1999.",1988,Summer,August,Ohio,Noble
Report,Class A,"Thursday, December 10, 2009.",1988,Summer,September,Ohio,Tuscarawas
Report,Class B,"Monday, March 30, 1998.",1988,Summer,June,Ohio,Tuscarawas
Report,Class B,"Thursday, October 29, 1998.",1988,Spring,,Oregon,Benton
Report,Class A,"Sunday, September 14, 1997.",1988,Fall,,Oregon,Jackson
Report,Class B,"Saturday, July 1, 2000.",1988,Fall,October,Oregon,Union
Report,Class A,"Wednesday, July 5, 2000.",1988,Summer,August,Oregon,Wallowa
Report,Class B,"Saturday, July 17, 2010.",1988,Winter,November,Pennsylvania,Allegheny
Report,Class A,"Monday, January 13, 2014.",1988,Fall,October,Pennsylvania,Jefferson
Report,Class B,"Thursday, June 9, 2011.",1988,Fall,October,Tennessee,Davidson
Report,Class A,"Thursday, April 8, 2010.",1988,Spring,April,Texas,Ellis
Report,Class B,"Wednesday, June 16, 2004.",1988,Summer,July,Texas,Palo Pinto
Report,Class A,"Tuesday, January 4, 2005.",1988,Spring,April,Texas,Panola
Report,Class A,"Saturday, November 14, 1998.",1988,Fall,,Texas,Throckmorton
Report,Class B,"Wednesday, August 2, 2000.",1988,Fall,October,Utah,Emery
Report,Class B,"Tuesday, August 19, 2008.",1988,Fall,September,Utah,Sevier
Report,Class B,"Monday, February 16, 1998.",1988,Fall,,Virginia,Amherst
Report,Class A,"Saturday, March 2, 1996.",1988,Summer,June,Washington,Kitsap
Report,Class B,"Wednesday, March 5, 2003.",1988,Fall,October,Washington,Klickitat
Report,Class A,"Tuesday, February 18, 1997.",1988,Unknown,July,Washington,Snohomish
Report,Class B,"Wednesday, July 20, 2011.",1989,Fall,October,Arkansas,Sevier
Report,Class B,"Thursday, January 12, 2006.",1989,Summer,August,Arizona,Apache
Report,Class B,"Wednesday, December 19, 2012.",1989,Fall,October,Arizona,Coconino
Report,Class B,"Saturday, July 22, 1989.",1989,Summer,July,California,Humboldt
Report,Class B,"Friday, October 1, 2004.",1989,Fall,September,California,Kern
Report,Class A,"Sunday, June 4, 2000.",1989,Summer,,California,Napa
Report,Class A,"Friday, August 4, 2000.",1989,Spring,May,California,Siskiyou
Report,Class A,"Sunday, August 27, 2006.",1989,Spring,April,Colorado,San Juan
Report,Class A,"Saturday, November 8, 1997.",1989,Fall,September,Florida,Brevard
Report,Class A,"Saturday, December 21, 1996.",1989,Spring,,Florida,Volusia
Report,Class B,"Wednesday, January 13, 2010.",1989,Summer,July,Iowa,Scott
Report,Class A,"Thursday, December 5, 1996.",1989,Fall,October,Illinois,Johnson
Report,Class A,"Friday, March 11, 2005.",1989,Fall,October,Illinois,Marion
Report,Class B,"Saturday, April 7, 2001.",1989,Summer,August,Indiana,Wayne
Report,Class A,"Wednesday, August 26, 1998.",1989,Summer,,Massachusetts,Berkshire
Report,Class B,"Wednesday, June 1, 2011.",1989,Spring,May,Maryland,Washington
Report,Class A,"Friday, July 27, 2001.",1989,Spring,,Michigan,Kalamazoo
Report,Class A,"Wednesday, May 26, 2010.",1989,Summer,July,Michigan,Oscoda
Report,Class B,"Wednesday, September 24, 2008.",1989,Spring,April,Minnesota,Todd
Report,Class A,"Thursday, April 2, 2020.",1989,Fall,October,Missouri,Cass
Report,Class A,"Friday, July 10, 1998.",1989,Winter,,Missouri,Pulaski
Report,Class B,"Monday, July 25, 2011.",1989,Winter,November,Missouri,Washington
Report,Class C,"Friday, February 14, 1997.",1989,Summer,July,Montana,Missoula
Report,Class A,"Friday, November 13, 1998.",1989,Spring,May,Montana,Park
Report,Class A,"Thursday, January 26, 2006.",1989,Fall,November,North Carolina,Bertie
Report,Class B,"Wednesday, April 18, 2007.",1989,Summer,August,North Carolina,Cumberland
Report,Class B,"Monday, September 15, 2008.",1989,Summer,July,New Jersey,Ocean
Report,Class B,"Sunday, August 13, 2000.",1989,Winter,February,New York,Chemung
Report,Class A,"Wednesday, February 19, 1997.",1989,Winter,January,New York,Washington
Report,Class A,"Wednesday, December 6, 2000.",1989,Summer,August,Ohio,Delaware
Report,Class B,"Wednesday, December 15, 2004.",1989,Fall,November,Oregon,Crook
Report,Class B,"Sunday, November 18, 2001.",1989,Summer,July,Oregon,Douglas
Report,Class A,"Saturday, August 15, 1998.",1989,Unknown,,Oregon,Klamath
Report,Class B,"Thursday, July 13, 2000.",1989,Summer,August,Pennsylvania,Columbia
Report,Class B,"Tuesday, January 11, 2005.",1989,Fall,November,Tennessee,Giles
Report,Class B,"Wednesday, November 5, 2003.",1989,Fall,October,Tennessee,Hardeman
Report,Class A,"Thursday, March 25, 1999.",1989,Summer,August,Tennessee,Montgomery
Report,Class A,"Friday, February 27, 2004.",1989,Winter,December,Texas,Harrison
Report,Class B,"Tuesday, January 2, 2007.",1989,Fall,October,Utah,Daggett
Report,Class B,"Sunday, October 1, 1989.",1989,Fall,October,Utah,Emery
Report,Class B,"Saturday, December 6, 1997.",1989,Winter,December,Vermont,Lamoille
Report,Class A,"Wednesday, June 14, 1989.",1989,Summer,June,Washington,Clark
Report,Class A,"Thursday, February 20, 2014.",1989,Spring,,Washington,Snohomish
Report,Class B,"Saturday, July 27, 2013.",1989,Fall,September,Wisconsin,Dane
Report,Class A,"Wednesday, November 2, 2005.",1989,Winter,November,West Virginia,Randolph
Report,Class A,"Thursday, November 5, 1998.",1989,Fall,September,Wyoming,Carbon
Report,Class A,"Saturday, September 15, 1990.",1990,Fall,,Alabama,Walker
Report,Class A,"Saturday, March 20, 2010.",1990,Spring,,Alabama,Walker
Report,Class A,"Saturday, January 25, 2020.",1990,Summer,June,Arkansas,Little River
Report,Class A,"Saturday, April 30, 2005.",1990,Summer,July,Arizona,Coconino
Report,Class A,"Saturday, February 9, 2019.",1990,Spring,May,California,Alameda
Report,Class B,"Friday, April 11, 2003.",1990,Fall,August,California,Calaveras
Report,Class A,"Thursday, October 29, 1998.",1990,Unknown,,California,Lassen
Report,Class B,"Wednesday, November 6, 2002.",1990,Summer,June,California,Riverside
Report,Class B,"Wednesday, August 11, 1999.",1990,Summer,,California,Shasta
Report,Class A,"Saturday, August 16, 2003.",1990,Fall,November,Colorado,Gunnison
Report,Class A,"Sunday, December 27, 1998.",1990,Summer,August,Colorado,Larimer
Report,Class A,"Saturday, February 25, 2012.",1990,Fall,November,Florida,Brevard
Report,Class A,"Saturday, July 8, 2000.",1990,Unknown,,Florida,Jackson
Report,Class B,"Wednesday, September 21, 2005.",1990,Summer,June,Florida,Sumter
Report,Class A,"Sunday, September 22, 2002.",1990,Fall,October,Idaho,Adams
Report,Class B,"Thursday, January 30, 2003.",1990,Summer,,Illinois,Pulaski
Report,Class A,"Thursday, April 14, 2016.",1990,Fall,September,Kentucky,Greenup
Report,Class A,"Thursday, August 23, 2007.",1990,Fall,October,Kentucky,Hopkins
Report,Class A,"Friday, September 15, 2000.",1990,Spring,,Kentucky,Marshall
Report,Class A,"Friday, May 17, 2002.",1990,Fall,October,Michigan,Isabella
Report,Class A,"Friday, July 6, 2007.",1990,Fall,,Michigan,Marquette
Report,Class A,"Sunday, January 5, 2014.",1990,Fall,October,Michigan,Oscoda
Report,Class B,"Wednesday, October 9, 2002.",1990,Fall,October,Missouri,Texas
Report,Class A,"Friday, August 11, 2006.",1990,Summer,June,North Carolina,Montgomery
Report,Class B,"Friday, March 16, 2012.",1990,Summer,June,New Jersey,Sussex
Report,Class B,"Saturday, June 15, 2002.",1990,Winter,January,New York,Rensselaer
Report,Class B,"Sunday, September 29, 2002.",1990,Winter,,New York,Rockland
Report,Class A,"Sunday, May 6, 2001.",1990,Spring,,New York,Warren
Report,Class A,"Wednesday, January 1, 1997.",1990,Fall,October,Ohio,Scioto
Report,Class A,"Sunday, October 12, 2003.",1990,Summer,,Ohio,Washington
Report,Class A,"Saturday, March 24, 2001.",1990,Summer,August,Oklahoma,Cherokee
Report,Class B,"Tuesday, February 10, 2004.",1990,Summer,July,Oregon,Deschutes
Report,Class A,"Saturday, February 21, 2004.",1990,Fall,August,Tennessee,Dyer
Report,Class A,"Wednesday, June 17, 1998.",1990,Summer,May,Texas,Cooke
Report,Class A,"Wednesday, June 17, 1998.",1990,Summer,May,Texas,Cooke
Report,Class B,"Monday, November 13, 2000.",1990,Summer,,Texas,Delta
Report,Class B,"Sunday, September 26, 2010.",1990,Summer,September,Texas,Denton
Report,Class A,"Thursday, July 22, 2004.",1990,Unknown,,Texas,Liberty
Report,Class A,"Saturday, January 30, 2010.",1990,Summer,May,Texas,San Jacinto
Report,Class A,"Tuesday, January 8, 2008.",1990,Summer,August,Virginia,Giles
Report,Class A,"Wednesday, September 17, 2008.",1990,Winter,December,Washington,King
Report,Class A,"Friday, July 4, 1997.",1990,Spring,June,Washington,King
Report,Class B,"Monday, November 1, 2004.",1990,Spring,,Washington,Klickitat
Report,Class B,"Sunday, November 18, 2001.",1990,Fall,October,Washington,Lewis
Report,Class B,"Thursday, November 2, 2000.",1990,Fall,,Washington,Lewis
Report,Class A,"Saturday, March 26, 2011.",1990,Summer,July,Washington,Pierce
Report,Class A,"Sunday, August 8, 1999.",1990,Spring,May,Washington,Thurston
Report,Class B,"Thursday, October 12, 2006.",1990,Summer,August,West Virginia,Logan
Report,Class B,"Tuesday, February 28, 2006.",1991,Fall,October,Arizona,Coconino
Report,Class A,"Tuesday, December 31, 1996.",1991,Fall,September,Arizona,Maricopa
Report,Class A,"Tuesday, June 14, 2005.",1991,Summer,June,California,Fresno
Report,Class A,"Wednesday, March 19, 1997.",1991,Summer,September,California,Humboldt
Report,Class B,"Thursday, July 20, 2000.",1991,Spring,April,California,Humboldt
Report,Class A,"Saturday, January 9, 2021.",1991,Summer,July,California,Inyo
Report,Class A,"Friday, May 9, 2008.",1991,Spring,May,California,Mono
Report,Class A,"Monday, March 19, 2007.",1991,Summer,June,California,Shasta
Report,Class B,"Tuesday, May 22, 2001.",1991,Summer,August,California,Shasta
Report,Class A,"Monday, October 1, 2001.",1991,Fall,,California,Sonoma
Report,Class A,"Tuesday, January 18, 2000.",1991,Summer,July,Colorado,Moffat
Report,Class A,"Sunday, October 24, 2010.",1991,Summer,August,Florida,Levy
Report,Class A,"Monday, January 22, 2001.",1991,Summer,June,Florida,Levy
Report,Class B,"Tuesday, May 5, 2015.",1991,Winter,January,Florida,Levy
Report,Class A,"Monday, December 10, 2007.",1991,Fall,September,Iowa,Decatur
Report,Class A,"Tuesday, February 21, 2012.",1991,Fall,November,Illinois,St. Clair
Report,Class A,"Sunday, November 23, 1997.",1991,Summer,,Indiana,Harrison
Report,Class A,"Thursday, October 15, 1998.",1991,Fall,October,Kansas,Miami
Report,Class A,"Monday, March 19, 2007.",1991,Spring,April,Kentucky,Laurel
Report,Class A,"Tuesday, August 25, 1998.",1991,Summer,July,Kentucky,Logan
Report,Class A,"Wednesday, November 28, 2012.",1991,Summer,July,Michigan,Gratiot
Report,Class A,"Tuesday, July 10, 2001.",1991,Summer,August,Michigan,Marquette
Report,Class A,"Wednesday, November 22, 2000.",1991,Fall,November,Michigan,Ogemaw
Report,Class A,"Sunday, February 1, 1998.",1991,Fall,,Minnesota,St. Louis
Report,Class A,"Monday, September 5, 2011.",1991,Fall,October,Missouri,Jackson
Report,Class B,"Saturday, September 20, 2008.",1991,Fall,November,Missouri,Lawrence
Report,Class A,"Friday, January 3, 2003.",1991,Summer,August,Missouri,Morgan
Report,Class A,"Wednesday, April 16, 1997.",1991,Spring,,Missouri,Pike
Report,Class A,"Monday, December 26, 2005.",1991,Fall,September,Montana,Ravalli
Report,Class A,"Wednesday, July 5, 2006.",1991,Fall,November,North Carolina,Buncombe
Report,Class A,"Wednesday, May 31, 2006.",1991,Spring,March,North Carolina,Rutherford
Report,Class B,"Monday, November 18, 1996.",1991,Summer,July,New Jersey,Burlington
Report,Class B,"Monday, February 11, 2013.",1991,Summer,,New Jersey,Sussex
Report,Class A,"Thursday, October 9, 1997.",1991,Fall,September,Ohio,Ashland
Report,Class A,"Monday, December 7, 1998.",1991,Summer,July,Ohio,Ashtabula
Report,Class A,"Sunday, March 13, 2005.",1991,Winter,February,Ohio,Lawrence
Report,Class B,"Tuesday, January 2, 2007.",1991,Summer,August,Ohio,Stark
Report,Class B,"Saturday, July 4, 2009.",1991,Fall,October,Oregon,Baker
Report,Class B,"Friday, November 10, 2000.",1991,Summer,July,Oregon,Clackamas
Report,Class A,"Monday, September 27, 2004.",1991,Fall,October,Oregon,Douglas
Report,Class B,"Tuesday, December 28, 1999.",1991,Summer,June,Oregon,Douglas
Report,Class B,"Tuesday, July 6, 2004.",1991,Fall,October,Oregon,Polk
Report,Class A,"Friday, January 1, 1999.",1991,Summer,July,Oregon,Umatilla
Report,Class A,"Wednesday, July 4, 2001.",1991,Winter,February,Pennsylvania,Berks
Report,Class B,"Friday, July 26, 2002.",1991,Spring,May,Pennsylvania,Erie
Report,Class A,"Thursday, July 24, 2008.",1991,Winter,,South Carolina,Laurens
Report,Class A,"Monday, March 22, 1999.",1991,Fall,September,Washington,Columbia
Report,Class A,"Monday, March 22, 1999.",1991,Fall,September,Washington,Columbia
Report,Class A,"Sunday, December 8, 2019.",1991,Fall,October,Washington,Cowlitz
Report,Class A,"Thursday, March 18, 2010.",1991,Fall,October,Washington,King
Report,Class A,"Saturday, February 1, 1997.",1991,Summer,June,Washington,Kitsap
Report,Class B,"Wednesday, August 18, 2004.",1991,Summer,July,Washington,Kittitas
Report,Class A,"Saturday, November 13, 1999.",1991,Spring,April,Washington,Klickitat
Report,Class A,"Sunday, April 13, 1997.",1991,Spring,May,Washington,Pend Oreille
Report,Class A,"Sunday, June 29, 1997.",1991,Spring,June,Washington,Pierce
Report,Class A,"Friday, December 8, 2000.",1991,Summer,July,Washington,Skamania
Report,Class B,"Saturday, February 12, 2005.",1991,Summer,July,Wisconsin,Vilas
Report,Class A,"Saturday, October 18, 1997.",1992,Fall,,Alaska,Matanuska-Susitna
Report,Class B,"Friday, January 11, 2008.",1992,Spring,April,Alabama,Dale
Report,Class A,"Saturday, March 3, 2007.",1992,Summer,,Alabama,Marshall
Report,Class A,"Saturday, July 26, 2008.",1992,Summer,September,Arkansas,Garland
Report,Class B,"Thursday, October 9, 2003.",1992,Winter,February,Arkansas,Hot Spring
Report,Class A,"Tuesday, October 29, 2013.",1992,Summer,August,Arizona,Maricopa
Report,Class A,"Monday, September 6, 2004.",1992,Summer,July,California,Humboldt
Report,Class A,"Sunday, September 10, 2000.",1992,Fall,October,California,Kern
Report,Class B,"Tuesday, September 17, 2002.",1992,Summer,August,California,Mariposa
Report,Class B,"Monday, August 21, 2000.",1992,Winter,October,California,Modoc
Report,Class A,"Friday, July 31, 2020.",1992,Unknown,,California,Plumas
Report,Class B,"Wednesday, June 2, 2004.",1992,Fall,September,California,Shasta
Report,Class B,"Friday, January 25, 2002.",1992,Unknown,,California,Shasta
Report,Class A,"Friday, August 29, 2003.",1992,Spring,,California,Siskiyou
Report,Class B,"Wednesday, January 17, 2001.",1992,Winter,February,Florida,Monroe
Report,Class A,"Friday, April 20, 2007.",1992,Summer,July,Georgia,Lee
Report,Class A,"Friday, September 5, 2008.",1992,Fall,September,Illinois,Macoupin
Report,Class B,"Tuesday, January 5, 1999.",1992,Winter,,Indiana,Bartholomew
Report,Class B,"Wednesday, October 8, 2008.",1992,Fall,October,Indiana,Scott
Report,Class A,"Thursday, October 9, 2008.",1992,Fall,September,Michigan,Oscoda
Report,Class B,"Friday, January 11, 2013.",1992,Fall,September,Michigan,Roscommon
Report,Class A,"Monday, January 19, 2009.",1992,Summer,August,Minnesota,Wadena
Report,Class A,"Wednesday, April 16, 2008.",1992,Summer,August,North Carolina,Iredell
Report,Class B,"Tuesday, March 29, 2005.",1992,Spring,May,New York,Orleans
Report,Class A,"Sunday, November 4, 2001.",1992,Fall,October,New York,Warren
Report,Class A,"Tuesday, February 22, 2005.",1992,Fall,September,Ohio,Medina
Report,Class A,"Monday, January 1, 1996.",1992,Unknown,,Ohio,Stark
Report,Class A,"Sunday, November 19, 2000.",1992,Summer,June,Oklahoma,Atoka
Report,Class A,"Friday, August 27, 1999.",1992,Spring,March,Oklahoma,Caddo
Report,Class A,"Wednesday, February 6, 2002.",1992,Fall,October,Oklahoma,Pontotoc
Report,Class B,"Friday, April 15, 2005.",1992,Fall,October,Oregon,Lane
Report,Class B,"Monday, November 16, 1998.",1992,Fall,November,Oregon,Linn
Report,Class A,"Tuesday, January 2, 2001.",1992,Spring,May,Oregon,Umatilla
Report,Class A,"Friday, June 7, 2002.",1992,Summer,July,Pennsylvania,Jefferson
Report,Class B,"Wednesday, April 22, 1998.",1992,Fall,,Tennessee,Cannon
Report,Class A,"Friday, February 11, 2000.",1992,Spring,May,Tennessee,Lauderdale
Report,Class A,"Monday, December 8, 2003.",1992,Winter,February,Texas,Fannin
Report,Class B,"Sunday, November 30, 1997.",1992,Fall,November,Texas,Panola
Report,Class A,"Thursday, January 1, 1998.",1992,Summer,July,Virginia,Bath
Report,Class A,"Sunday, February 18, 2007.",1992,Winter,December,Virginia,Carroll
Report,Class A,"Tuesday, August 27, 2002.",1992,Spring,April,Washington,King
Report,Class B,"Wednesday, October 23, 2002.",1992,Spring,June,Washington,Kittitas
Report,Class B,"Monday, September 11, 2000.",1992,Summer,August,Washington,Mason
Report,Class A,"Monday, October 20, 2003.",1992,Summer,August,Washington,Mason
Report,Class B,"Monday, March 3, 2008.",1992,Winter,December,Washington,Pacific
Report,Class A,"Friday, August 27, 1999.",1992,Fall,November,Wisconsin,Marinette
Report,Class A,"Friday, October 13, 2000.",1993,Summer,August,Alabama,Limestone
Report,Class A,"Monday, December 15, 2003.",1993,Summer,September,Arizona,Greenlee
Report,Class A,"Wednesday, November 4, 2009.",1993,Fall,September,California,Butte
Report,Class A,"Thursday, January 1, 1998.",1993,Summer,August,California,Del Norte
Report,Class A,"Monday, September 13, 1999.",1993,Winter,January,California,Del Norte
Report,Class A,"Tuesday, January 2, 2001.",1993,Spring,April,California,El Dorado
Report,Class A,"Tuesday, January 19, 2010.",1993,Unknown,,California,Los Angeles
Report,Class A,"Tuesday, April 18, 2006.",1993,Fall,September,California,Nevada
Report,Class A,"Thursday, October 23, 1997.",1993,Fall,October,California,San Bernardino
Report,Class A,"Sunday, June 2, 2002.",1993,Summer,July,California,San Diego
Report,Class A,"Sunday, January 1, 2006.",1993,Winter,December,California,Siskiyou
Report,Class A,"Monday, February 15, 1999.",1993,Summer,July,California,Siskiyou
Report,Class B,"Saturday, April 28, 2001.",1993,Winter,November,California,Tuolumne
Report,Class A,"Friday, August 22, 2008.",1993,Summer,August,California,Tuolumne
Report,Class A,"Thursday, February 3, 2000.",1993,Summer,June,California,Tuolumne
Report,Class A,"Sunday, August 3, 1997.",1993,Winter,November,Florida,Collier
Report,Class A,"Tuesday, April 29, 2008.",1993,Spring,,Florida,Lake
Report,Class B,"Saturday, May 26, 2007.",1993,Summer,,Florida,Marion
Report,Class A,"Thursday, April 3, 1997.",1993,Winter,November,Georgia,Cherokee
Report,Class A,"Monday, December 20, 2010.",1993,Spring,May,Georgia,White
Report,Class A,"Tuesday, August 25, 2009.",1993,Fall,October,Idaho,Bonner
Report,Class B,"Monday, January 27, 1997.",1993,Fall,September,Idaho,Valley
Report,Class A,"Sunday, November 25, 2012.",1993,Fall,November,Illinois,Macoupin
Report,Class A,"Tuesday, January 2, 2001.",1993,Fall,October,Kentucky,Anderson
Report,Class A,"Friday, October 22, 1999.",1993,Winter,January,Kentucky,Ballard
Report,Class B,"Thursday, September 8, 2011.",1993,Fall,September,Kentucky,Harlan
Report,Class A,"Thursday, March 11, 1999.",1993,Summer,July,Kentucky,Madison
Report,Class A,"Thursday, September 11, 2003.",1993,Fall,November,Maryland,Baltimore
Report,Class A,"Friday, January 6, 2012.",1993,Fall,September,Maryland,Harford
Report,Class B,"Wednesday, April 8, 2009.",1993,Winter,February,Michigan,Berrien
Report,Class B,"Tuesday, October 17, 2000.",1993,Summer,,Michigan,Luce
Report,Class A,"Wednesday, November 19, 1997.",1993,Summer,July,Michigan,Monroe
Report,Class A,"Sunday, January 7, 2001.",1993,Spring,,Michigan,Montmorency
Report,Class A,"Wednesday, January 23, 2008.",1993,Summer,June,Michigan,Schoolcraft
Report,Class B,"Tuesday, September 17, 2002.",1993,Fall,September,Minnesota,Itasca
